Start date;End date;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Jan 9, 2025 7:15 PM;Jan 9, 2025 7:30 PM;60.00;812.75;744.00;0.00;0.00;0.00;690.00;98.50;30.50
Jan 9, 2025 7:30 PM;Jan 9, 2025 7:45 PM;60.00;797.75;733.00;0.00;0.00;0.00;690.75;84.50;30.50
Jan 9, 2025 7:45 PM;Jan 9, 2025 8:00 PM;60.00;786.00;717.00;0.00;0.00;0.00;689.50;79.50;30.50
Jan 9, 2025 8:00 PM;Jan 9, 2025 8:15 PM;60.00;781.50;706.00;0.00;0.00;0.00;689.25;86.00;30.50
Jan 9, 2025 8:15 PM;Jan 9, 2025 8:30 PM;60.00;765.75;691.00;0.00;0.00;0.00;691.00;61.75;30.50
Jan 9, 2025 8:30 PM;Jan 9, 2025 8:45 PM;60.00;757.25;666.00;0.00;0.00;0.00;691.00;61.50;30.50
Jan 9, 2025 8:45 PM;Jan 9, 2025 9:00 PM;60.00;749.25;633.00;0.00;0.00;0.00;694.00;13.00;30.50
Jan 9, 2025 9:00 PM;Jan 9, 2025 9:15 PM;60.00;701.25;580.00;0.00;0.00;0.00;662.00;0.00;30.50
Jan 9, 2025 9:15 PM;Jan 9, 2025 9:30 PM;60.00;683.50;538.00;0.00;0.00;0.00;598.00;0.00;30.50
Jan 9, 2025 9:30 PM;Jan 9, 2025 9:45 PM;60.00;674.50;505.00;0.00;0.00;0.00;540.25;0.00;30.50
Jan 9, 2025 9:45 PM;Jan 9, 2025 10:00 PM;60.00;667.75;454.00;0.00;0.00;0.00;510.50;0.00;30.50
Jan 9, 2025 10:00 PM;Jan 9, 2025 10:15 PM;60.00;687.75;438.00;0.00;0.00;0.00;504.75;0.00;30.50
Jan 9, 2025 10:15 PM;Jan 9, 2025 10:30 PM;60.00;688.75;458.00;0.00;0.00;0.00;504.50;0.00;30.50
Jan 9, 2025 10:30 PM;Jan 9, 2025 10:45 PM;60.00;668.00;575.00;0.00;0.00;0.00;512.75;0.00;30.50
Jan 9, 2025 10:45 PM;Jan 9, 2025 11:00 PM;60.00;670.75;756.00;0.00;0.00;0.00;478.25;0.00;30.50
Jan 9, 2025 11:00 PM;Jan 9, 2025 11:15 PM;60.00;640.25;819.00;0.00;0.00;0.00;410.50;0.00;30.50
Jan 9, 2025 11:15 PM;Jan 9, 2025 11:30 PM;60.00;630.75;845.00;0.00;0.00;0.00;390.75;0.00;30.50
Jan 9, 2025 11:30 PM;Jan 9, 2025 11:45 PM;60.00;635.50;840.00;0.00;0.00;0.00;386.75;0.00;30.50
Jan 9, 2025 11:45 PM;Jan 10, 2025 12:00 AM;59.00;632.50;857.00;0.00;0.00;0.00;380.50;0.00;30.50
Jan 10, 2025 12:00 AM;Jan 10, 2025 12:15 AM;64.00;656.00;872.00;0.00;0.00;0.00;305.00;0.00;30.50
Jan 10, 2025 12:15 AM;Jan 10, 2025 12:30 AM;64.00;669.50;867.00;0.00;0.00;0.00;265.25;0.00;30.50
Jan 10, 2025 12:30 AM;Jan 10, 2025 12:45 AM;64.00;669.50;862.00;0.00;0.00;0.00;244.00;0.00;30.50
Jan 10, 2025 12:45 AM;Jan 10, 2025 1:00 AM;64.00;663.25;842.00;0.00;0.00;0.00;240.00;0.00;30.50
Jan 10, 2025 1:00 AM;Jan 10, 2025 1:15 AM;64.00;656.25;864.00;0.00;0.00;0.00;205.75;0.00;30.50
Jan 10, 2025 1:15 AM;Jan 10, 2025 1:30 AM;64.00;645.25;870.00;0.00;0.00;0.00;195.50;0.00;30.50
Jan 10, 2025 1:30 AM;Jan 10, 2025 1:45 AM;64.00;643.50;880.00;0.00;0.00;0.00;191.00;0.00;30.50
Jan 10, 2025 1:45 AM;Jan 10, 2025 2:00 AM;64.00;642.75;888.00;0.00;0.00;0.00;181.50;0.00;30.50
Jan 10, 2025 2:00 AM;Jan 10, 2025 2:15 AM;64.00;642.00;898.00;0.00;0.00;0.00;165.25;0.00;30.50
Jan 10, 2025 2:15 AM;Jan 10, 2025 2:30 AM;64.00;638.75;902.00;0.00;0.00;0.00;159.75;0.00;30.50
Jan 10, 2025 2:30 AM;Jan 10, 2025 2:45 AM;63.00;644.50;904.00;0.00;0.00;0.00;160.50;0.00;30.50
Jan 10, 2025 2:45 AM;Jan 10, 2025 3:00 AM;63.00;645.50;900.00;0.00;0.00;0.00;160.75;0.00;30.50
Jan 10, 2025 3:00 AM;Jan 10, 2025 3:15 AM;63.00;650.25;901.00;0.00;0.00;0.00;160.50;0.00;30.50
Jan 10, 2025 3:15 AM;Jan 10, 2025 3:30 AM;63.00;643.50;903.00;0.00;0.00;0.00;161.00;0.00;30.50
Jan 10, 2025 3:30 AM;Jan 10, 2025 3:45 AM;63.00;647.25;897.00;0.00;0.00;0.00;161.75;0.00;30.50
Jan 10, 2025 3:45 AM;Jan 10, 2025 4:00 AM;63.00;647.50;892.00;0.00;0.00;0.00;161.75;0.00;30.50
Jan 10, 2025 4:00 AM;Jan 10, 2025 4:15 AM;63.00;649.25;884.00;0.00;0.00;0.00;161.75;0.00;30.50
Jan 10, 2025 4:15 AM;Jan 10, 2025 4:30 AM;63.00;647.75;882.00;0.00;0.00;0.00;163.25;0.00;30.50
Jan 10, 2025 4:30 AM;Jan 10, 2025 4:45 AM;63.00;649.25;887.00;0.00;0.00;0.00;166.75;0.00;30.50
Jan 10, 2025 4:45 AM;Jan 10, 2025 5:00 AM;63.00;644.25;890.00;0.00;0.00;0.00;178.00;0.00;30.50
Jan 10, 2025 5:00 AM;Jan 10, 2025 5:15 AM;64.00;644.50;870.00;0.00;0.00;0.00;224.75;0.00;30.50
Jan 10, 2025 5:15 AM;Jan 10, 2025 5:30 AM;64.00;650.50;845.00;0.00;0.00;0.00;252.50;0.00;30.50
Jan 10, 2025 5:30 AM;Jan 10, 2025 5:45 AM;64.00;656.75;813.00;0.00;0.00;0.00;261.50;0.00;30.50
Jan 10, 2025 5:45 AM;Jan 10, 2025 6:00 AM;64.00;669.50;788.00;0.00;0.00;0.00;264.75;0.00;30.50
Jan 10, 2025 6:00 AM;Jan 10, 2025 6:15 AM;65.00;680.50;758.00;0.00;0.00;0.00;300.50;0.00;30.50
Jan 10, 2025 6:15 AM;Jan 10, 2025 6:30 AM;64.00;707.25;717.00;0.00;0.00;0.00;319.00;11.50;30.50
Jan 10, 2025 6:30 AM;Jan 10, 2025 6:45 AM;64.00;795.00;666.00;0.00;0.00;0.00;328.25;33.75;30.50
Jan 10, 2025 6:45 AM;Jan 10, 2025 7:00 AM;64.00;845.00;661.00;0.00;0.00;0.00;340.25;68.00;30.50
Jan 10, 2025 7:00 AM;Jan 10, 2025 7:15 AM;64.00;817.25;648.00;0.00;0.00;0.00;351.00;148.00;30.50
Jan 10, 2025 7:15 AM;Jan 10, 2025 7:30 AM;64.00;832.00;648.00;0.00;0.00;0.00;357.50;163.00;30.50
Jan 10, 2025 7:30 AM;Jan 10, 2025 7:45 AM;64.00;863.25;639.00;0.00;0.00;0.00;364.25;171.75;30.50
Jan 10, 2025 7:45 AM;Jan 10, 2025 8:00 AM;64.00;897.00;648.00;11.00;0.00;0.00;366.75;199.50;30.50
Jan 10, 2025 8:00 AM;Jan 10, 2025 8:15 AM;64.00;905.50;642.00;24.00;0.00;0.00;377.75;374.50;30.50
Jan 10, 2025 8:15 AM;Jan 10, 2025 8:30 AM;64.00;898.00;662.00;40.00;0.00;0.00;375.50;398.75;30.50
Jan 10, 2025 8:30 AM;Jan 10, 2025 8:45 AM;64.00;907.00;702.00;58.00;0.00;0.00;374.50;395.75;30.50
Jan 10, 2025 8:45 AM;Jan 10, 2025 9:00 AM;64.00;882.50;735.00;76.00;0.00;0.00;369.25;365.00;30.50
Jan 10, 2025 9:00 AM;Jan 10, 2025 9:15 AM;64.00;831.75;721.00;160.00;0.00;0.00;359.50;307.50;30.50
Jan 10, 2025 9:15 AM;Jan 10, 2025 9:30 AM;64.00;823.50;713.00;181.00;0.00;0.00;357.50;298.00;30.50
Jan 10, 2025 9:30 AM;Jan 10, 2025 9:45 AM;64.00;782.75;735.00;191.00;0.00;0.00;356.00;275.75;30.50
Jan 10, 2025 9:45 AM;Jan 10, 2025 10:00 AM;64.00;776.00;777.00;206.00;0.00;0.00;355.25;246.50;30.50
Jan 10, 2025 10:00 AM;Jan 10, 2025 10:15 AM;64.00;772.25;795.00;226.00;0.00;0.00;353.00;79.25;30.50
Jan 10, 2025 10:15 AM;Jan 10, 2025 10:30 AM;64.00;755.25;800.00;248.00;0.00;0.00;349.25;56.50;30.50
Jan 10, 2025 10:30 AM;Jan 10, 2025 10:45 AM;64.00;728.00;803.00;265.00;0.00;0.00;346.25;42.00;30.50
Jan 10, 2025 10:45 AM;Jan 10, 2025 11:00 AM;64.00;721.75;801.00;276.00;0.00;0.00;346.75;42.50;30.50
Jan 10, 2025 11:00 AM;Jan 10, 2025 11:15 AM;64.00;715.00;813.00;292.00;0.00;0.00;348.75;35.25;30.50
Jan 10, 2025 11:15 AM;Jan 10, 2025 11:30 AM;65.00;690.25;811.00;308.00;0.00;0.00;343.50;20.75;30.50
Jan 10, 2025 11:30 AM;Jan 10, 2025 11:45 AM;65.00;679.25;811.00;317.00;0.00;0.00;343.75;15.50;30.50
Jan 10, 2025 11:45 AM;Jan 10, 2025 12:00 PM;65.00;688.25;808.00;318.00;0.00;0.00;348.00;14.00;30.50
Jan 10, 2025 12:00 PM;Jan 10, 2025 12:15 PM;65.00;696.25;813.00;322.00;0.00;0.00;348.25;19.00;30.50
Jan 10, 2025 12:15 PM;Jan 10, 2025 12:30 PM;65.00;687.25;806.00;329.00;0.00;0.00;347.75;16.75;30.50
Jan 10, 2025 12:30 PM;Jan 10, 2025 12:45 PM;65.00;687.75;803.00;326.00;0.00;0.00;347.75;17.75;30.50
Jan 10, 2025 12:45 PM;Jan 10, 2025 1:00 PM;65.00;692.75;798.00;312.00;0.00;0.00;349.00;1.00;30.50
Jan 10, 2025 1:00 PM;Jan 10, 2025 1:15 PM;65.00;705.00;786.00;299.00;0.00;0.00;346.75;0.00;30.50
Jan 10, 2025 1:15 PM;Jan 10, 2025 1:30 PM;65.00;706.25;780.00;289.00;0.00;0.00;342.00;0.00;30.50
Jan 10, 2025 1:30 PM;Jan 10, 2025 1:45 PM;65.00;702.00;779.00;272.00;0.00;0.00;341.75;0.00;30.50
Jan 10, 2025 1:45 PM;Jan 10, 2025 2:00 PM;65.00;714.50;762.00;248.00;0.00;0.00;346.00;0.00;30.50
Jan 10, 2025 2:00 PM;Jan 10, 2025 2:15 PM;65.00;736.50;735.00;223.00;0.00;0.00;349.75;0.00;30.50
Jan 10, 2025 2:15 PM;Jan 10, 2025 2:30 PM;65.00;753.00;720.00;204.00;0.00;0.00;352.00;0.00;30.50
Jan 10, 2025 2:30 PM;Jan 10, 2025 2:45 PM;65.00;772.50;711.00;179.00;0.00;0.00;357.50;0.00;30.50
Jan 10, 2025 2:45 PM;Jan 10, 2025 3:00 PM;65.00;778.00;717.00;148.00;0.00;0.00;357.50;0.00;30.50
Jan 10, 2025 3:00 PM;Jan 10, 2025 3:15 PM;65.00;790.50;721.00;119.00;0.00;0.00;353.00;0.00;30.50
Jan 10, 2025 3:15 PM;Jan 10, 2025 3:30 PM;65.00;806.50;723.00;95.00;0.00;0.00;356.25;0.00;30.50
Jan 10, 2025 3:30 PM;Jan 10, 2025 3:45 PM;65.00;810.00;700.00;68.00;0.00;0.00;353.50;0.00;30.50
Jan 10, 2025 3:45 PM;Jan 10, 2025 4:00 PM;65.00;842.00;667.00;39.00;0.00;0.00;357.00;44.25;30.50
Jan 10, 2025 4:00 PM;Jan 10, 2025 4:15 PM;65.00;862.50;642.00;22.00;0.00;0.00;357.75;115.50;30.50
Jan 10, 2025 4:15 PM;Jan 10, 2025 4:30 PM;65.00;881.50;629.00;10.00;0.00;0.00;363.25;121.25;30.50
Jan 10, 2025 4:30 PM;Jan 10, 2025 4:45 PM;65.00;903.75;606.00;3.00;0.00;0.00;370.75;153.25;30.50
Jan 10, 2025 4:45 PM;Jan 10, 2025 5:00 PM;65.00;958.75;585.00;0.00;0.00;0.00;375.00;170.00;30.50
Jan 10, 2025 5:00 PM;Jan 10, 2025 5:15 PM;65.00;952.75;582.00;0.00;0.00;0.00;370.50;341.50;30.50
Jan 10, 2025 5:15 PM;Jan 10, 2025 5:30 PM;65.00;966.00;563.00;0.00;0.00;0.00;370.75;348.75;30.50
Jan 10, 2025 5:30 PM;Jan 10, 2025 5:45 PM;65.00;965.00;550.00;0.00;0.00;0.00;367.75;338.00;30.50
Jan 10, 2025 5:45 PM;Jan 10, 2025 6:00 PM;65.00;955.00;524.00;0.00;0.00;0.00;369.50;355.25;30.50
Jan 10, 2025 6:00 PM;Jan 10, 2025 6:15 PM;65.00;993.00;478.00;0.00;0.00;0.00;374.00;426.00;30.50
Jan 10, 2025 6:15 PM;Jan 10, 2025 6:30 PM;65.00;1,010.75;432.00;0.00;0.00;0.00;378.75;431.25;30.50
Jan 10, 2025 6:30 PM;Jan 10, 2025 6:45 PM;65.00;1,024.75;400.00;0.00;0.00;0.00;380.00;460.50;30.50
Jan 10, 2025 6:45 PM;Jan 10, 2025 7:00 PM;65.00;1,034.00;367.00;0.00;0.00;0.00;382.50;451.50;30.50
Jan 10, 2025 7:00 PM;Jan 10, 2025 7:15 PM;65.00;1,039.75;369.00;0.00;0.00;0.00;381.50;454.50;30.50
Jan 10, 2025 7:15 PM;Jan 10, 2025 7:30 PM;65.00;987.75;392.00;0.00;0.00;0.00;378.00;438.50;30.50
Jan 10, 2025 7:30 PM;Jan 10, 2025 7:45 PM;65.00;941.50;394.00;0.00;0.00;0.00;375.25;437.50;30.50
Jan 10, 2025 7:45 PM;Jan 10, 2025 8:00 PM;65.00;938.50;377.00;0.00;0.00;0.00;374.75;406.75;30.50
Jan 10, 2025 8:00 PM;Jan 10, 2025 8:15 PM;65.00;969.00;350.00;0.00;0.00;0.00;382.50;231.25;30.50
Jan 10, 2025 8:15 PM;Jan 10, 2025 8:30 PM;65.00;941.50;305.00;0.00;0.00;0.00;384.00;191.75;30.50
Jan 10, 2025 8:30 PM;Jan 10, 2025 8:45 PM;65.00;930.00;258.00;0.00;0.00;0.00;386.00;180.50;30.50
Jan 10, 2025 8:45 PM;Jan 10, 2025 9:00 PM;65.00;898.00;243.00;0.00;0.00;0.00;382.25;158.00;30.50
Jan 10, 2025 9:00 PM;Jan 10, 2025 9:15 PM;65.00;925.00;265.00;0.00;0.00;0.00;374.25;106.50;30.50
Jan 10, 2025 9:15 PM;Jan 10, 2025 9:30 PM;65.00;907.00;293.00;0.00;0.00;0.00;368.50;100.75;30.50
Jan 10, 2025 9:30 PM;Jan 10, 2025 9:45 PM;65.00;830.50;318.00;0.00;0.00;0.00;365.50;98.00;30.50
Jan 10, 2025 9:45 PM;Jan 10, 2025 10:00 PM;65.00;801.00;307.00;0.00;0.00;0.00;360.50;94.50;30.50
Jan 10, 2025 10:00 PM;Jan 10, 2025 10:15 PM;63.00;813.00;287.00;0.00;0.00;0.00;370.00;48.25;30.50
Jan 10, 2025 10:15 PM;Jan 10, 2025 10:30 PM;63.00;802.75;263.00;0.00;0.00;0.00;367.75;38.25;30.50
Jan 10, 2025 10:30 PM;Jan 10, 2025 10:45 PM;63.00;789.50;248.00;0.00;0.00;0.00;368.50;28.00;30.50
Jan 10, 2025 10:45 PM;Jan 10, 2025 11:00 PM;63.00;788.25;223.00;0.00;0.00;0.00;369.50;41.50;30.50
Jan 10, 2025 11:00 PM;Jan 10, 2025 11:15 PM;63.00;845.00;199.00;0.00;0.00;0.00;368.25;65.50;30.50
Jan 10, 2025 11:15 PM;Jan 10, 2025 11:30 PM;63.00;837.25;204.00;0.00;0.00;0.00;351.00;65.50;30.50
Jan 10, 2025 11:30 PM;Jan 10, 2025 11:45 PM;63.00;815.75;223.00;0.00;0.00;0.00;335.75;64.00;30.50
Jan 10, 2025 11:45 PM;Jan 11, 2025 12:00 AM;63.00;762.50;239.00;0.00;0.00;0.00;329.75;65.00;30.50
Jan 11, 2025 12:00 AM;Jan 11, 2025 12:15 AM;67.00;743.25;264.00;0.00;0.00;0.00;327.25;61.50;30.50
Jan 11, 2025 12:15 AM;Jan 11, 2025 12:30 AM;67.00;707.50;312.00;0.00;0.00;0.00;320.75;43.75;30.50
Jan 11, 2025 12:30 AM;Jan 11, 2025 12:45 AM;67.00;661.75;360.00;0.00;0.00;0.00;315.00;25.75;30.50
Jan 11, 2025 12:45 AM;Jan 11, 2025 1:00 AM;66.00;638.75;388.00;0.00;0.00;0.00;309.25;0.00;30.50
Jan 11, 2025 1:00 AM;Jan 11, 2025 1:15 AM;66.00;635.50;405.00;0.00;0.00;0.00;309.25;0.00;30.50
Jan 11, 2025 1:15 AM;Jan 11, 2025 1:30 AM;66.00;632.25;417.00;0.00;0.00;0.00;308.25;0.00;30.50
Jan 11, 2025 1:30 AM;Jan 11, 2025 1:45 AM;65.00;628.50;431.00;0.00;0.00;0.00;308.00;0.00;30.50
Jan 11, 2025 1:45 AM;Jan 11, 2025 2:00 AM;65.00;627.50;429.00;0.00;0.00;0.00;308.75;0.00;30.50
Jan 11, 2025 2:00 AM;Jan 11, 2025 2:15 AM;65.00;632.50;422.00;0.00;0.00;0.00;309.50;0.00;30.50
Jan 11, 2025 2:15 AM;Jan 11, 2025 2:30 AM;65.00;629.75;425.00;0.00;0.00;0.00;309.50;0.00;30.50
Jan 11, 2025 2:30 AM;Jan 11, 2025 2:45 AM;64.00;627.50;445.00;0.00;0.00;0.00;308.75;0.00;30.50
Jan 11, 2025 2:45 AM;Jan 11, 2025 3:00 AM;64.00;626.25;468.00;0.00;0.00;0.00;308.00;0.00;30.50
Jan 11, 2025 3:00 AM;Jan 11, 2025 3:15 AM;64.00;634.25;480.00;0.00;0.00;0.00;305.75;0.00;30.50
Jan 11, 2025 3:15 AM;Jan 11, 2025 3:30 AM;64.00;628.75;493.00;0.00;0.00;0.00;305.00;0.00;30.50
Jan 11, 2025 3:30 AM;Jan 11, 2025 3:45 AM;64.00;632.00;486.00;0.00;0.00;0.00;306.50;0.00;30.50
Jan 11, 2025 3:45 AM;Jan 11, 2025 4:00 AM;64.00;629.25;496.00;0.00;0.00;0.00;307.00;0.00;30.50
Jan 11, 2025 4:00 AM;Jan 11, 2025 4:15 AM;65.00;634.50;508.00;0.00;0.00;0.00;309.00;0.00;30.50
Jan 11, 2025 4:15 AM;Jan 11, 2025 4:30 AM;65.00;638.25;494.00;0.00;0.00;0.00;312.00;0.00;30.50
Jan 11, 2025 4:30 AM;Jan 11, 2025 4:45 AM;65.00;638.50;475.00;0.00;0.00;0.00;314.00;0.00;30.50
Jan 11, 2025 4:45 AM;Jan 11, 2025 5:00 AM;65.00;640.25;490.00;0.00;0.00;0.00;314.25;0.00;30.50
Jan 11, 2025 5:00 AM;Jan 11, 2025 5:15 AM;65.00;640.25;509.00;0.00;0.00;0.00;317.25;0.00;30.50
Jan 11, 2025 5:15 AM;Jan 11, 2025 5:30 AM;64.00;640.25;511.00;0.00;0.00;0.00;318.00;0.00;30.50
Jan 11, 2025 5:30 AM;Jan 11, 2025 5:45 AM;64.00;644.25;506.00;0.00;0.00;0.00;318.00;0.00;30.50
Jan 11, 2025 5:45 AM;Jan 11, 2025 6:00 AM;64.00;652.25;488.00;0.00;0.00;0.00;319.00;0.00;30.50
Jan 11, 2025 6:00 AM;Jan 11, 2025 6:15 AM;64.00;668.25;450.00;0.00;0.00;0.00;321.50;0.00;30.50
Jan 11, 2025 6:15 AM;Jan 11, 2025 6:30 AM;63.00;686.50;426.00;0.00;0.00;0.00;324.00;0.00;30.50
Jan 11, 2025 6:30 AM;Jan 11, 2025 6:45 AM;63.00;719.50;398.00;0.00;0.00;0.00;327.00;0.00;30.50
Jan 11, 2025 6:45 AM;Jan 11, 2025 7:00 AM;63.00;714.50;382.00;0.00;0.00;0.00;329.75;0.00;30.50
Jan 11, 2025 7:00 AM;Jan 11, 2025 7:15 AM;62.00;721.75;376.00;0.00;0.00;0.00;331.75;0.00;30.50
Jan 11, 2025 7:15 AM;Jan 11, 2025 7:30 AM;62.00;728.75;399.00;0.00;0.00;0.00;333.25;0.00;30.50
Jan 11, 2025 7:30 AM;Jan 11, 2025 7:45 AM;62.00;756.25;381.00;0.00;0.00;0.00;337.00;0.00;30.50
Jan 11, 2025 7:45 AM;Jan 11, 2025 8:00 AM;61.00;755.00;377.00;23.00;0.00;0.00;330.25;0.00;30.50
Jan 11, 2025 8:00 AM;Jan 11, 2025 8:15 AM;61.00;720.75;380.00;61.00;0.00;0.00;324.25;56.50;30.50
Jan 11, 2025 8:15 AM;Jan 11, 2025 8:30 AM;61.00;714.25;369.00;101.00;0.00;0.00;316.50;70.75;30.50
Jan 11, 2025 8:30 AM;Jan 11, 2025 8:45 AM;60.00;707.75;366.00;148.00;0.00;0.00;306.75;69.25;30.50
Jan 11, 2025 8:45 AM;Jan 11, 2025 9:00 AM;60.00;696.75;359.00;198.00;0.00;0.00;297.50;68.75;30.50
Jan 11, 2025 9:00 AM;Jan 11, 2025 9:15 AM;60.00;671.25;361.00;285.00;0.00;0.00;284.25;84.50;30.50
Jan 11, 2025 9:15 AM;Jan 11, 2025 9:30 AM;60.00;521.00;369.00;492.00;0.00;0.00;225.75;63.50;30.50
Jan 11, 2025 9:30 AM;Jan 11, 2025 9:45 AM;60.00;520.75;375.00;493.00;0.00;0.00;228.00;51.50;30.50
Jan 11, 2025 9:45 AM;Jan 11, 2025 10:00 AM;59.00;518.75;403.00;507.00;0.00;0.00;226.25;40.50;30.50
Jan 11, 2025 10:00 AM;Jan 11, 2025 10:15 AM;60.00;481.00;431.00;533.00;0.00;0.00;219.50;4.75;30.50
Jan 11, 2025 10:15 AM;Jan 11, 2025 10:30 AM;60.00;462.75;468.00;562.00;0.00;0.00;211.25;0.00;30.50
Jan 11, 2025 10:30 AM;Jan 11, 2025 10:45 AM;60.00;450.75;498.00;576.00;0.00;0.00;207.50;0.00;30.50
Jan 11, 2025 10:45 AM;Jan 11, 2025 11:00 AM;60.00;448.75;538.00;577.00;0.00;0.00;208.00;0.00;30.50
Jan 11, 2025 11:00 AM;Jan 11, 2025 11:15 AM;59.00;447.75;569.00;583.00;0.00;0.00;208.00;0.00;30.50
Jan 11, 2025 11:15 AM;Jan 11, 2025 11:30 AM;59.00;435.25;608.00;593.00;0.00;0.00;204.75;0.00;30.50
Jan 11, 2025 11:30 AM;Jan 11, 2025 11:45 AM;60.00;431.25;683.00;595.00;0.00;0.00;204.25;0.00;30.50
Jan 11, 2025 11:45 AM;Jan 11, 2025 12:00 PM;60.00;437.00;671.00;592.00;0.00;0.00;207.25;0.00;30.50
Jan 11, 2025 12:00 PM;Jan 11, 2025 12:15 PM;60.00;446.25;679.00;590.00;0.00;0.00;206.50;0.00;30.50
Jan 11, 2025 12:15 PM;Jan 11, 2025 12:30 PM;60.00;446.25;697.00;574.00;0.00;0.00;205.50;0.00;30.50
Jan 11, 2025 12:30 PM;Jan 11, 2025 12:45 PM;61.00;443.25;697.00;568.00;0.00;0.00;206.00;0.00;30.50
Jan 11, 2025 12:45 PM;Jan 11, 2025 1:00 PM;61.00;448.50;702.00;553.00;0.00;0.00;210.50;0.00;30.50
Jan 11, 2025 1:00 PM;Jan 11, 2025 1:15 PM;61.00;461.25;698.00;544.00;0.00;0.00;214.00;0.00;30.50
Jan 11, 2025 1:15 PM;Jan 11, 2025 1:30 PM;61.00;463.50;715.00;534.00;0.00;0.00;215.00;0.00;30.50
Jan 11, 2025 1:30 PM;Jan 11, 2025 1:45 PM;61.00;473.00;752.00;509.00;0.00;0.00;217.25;0.00;30.50
Jan 11, 2025 1:45 PM;Jan 11, 2025 2:00 PM;61.00;487.75;758.00;474.00;0.00;0.00;223.25;0.00;30.50
Jan 11, 2025 2:00 PM;Jan 11, 2025 2:15 PM;61.00;501.00;774.00;437.00;0.00;0.00;233.00;0.00;30.50
Jan 11, 2025 2:15 PM;Jan 11, 2025 2:30 PM;61.00;506.25;785.00;402.00;0.00;0.00;238.00;0.00;30.50
Jan 11, 2025 2:30 PM;Jan 11, 2025 2:45 PM;61.00;524.25;773.00;360.00;0.00;0.00;246.00;0.00;30.50
Jan 11, 2025 2:45 PM;Jan 11, 2025 3:00 PM;61.00;567.25;777.00;310.00;0.00;0.00;257.50;0.00;30.50
Jan 11, 2025 3:00 PM;Jan 11, 2025 3:15 PM;61.00;648.00;768.00;246.00;0.00;0.00;274.75;0.00;30.50
Jan 11, 2025 3:15 PM;Jan 11, 2025 3:30 PM;61.00;654.00;764.00;203.00;0.00;0.00;285.50;0.00;30.50
Jan 11, 2025 3:30 PM;Jan 11, 2025 3:45 PM;61.00;696.50;753.00;141.00;0.00;0.00;303.00;0.00;30.50
Jan 11, 2025 3:45 PM;Jan 11, 2025 4:00 PM;61.00;734.00;749.00;84.00;0.00;0.00;317.00;0.00;30.50
Jan 11, 2025 4:00 PM;Jan 11, 2025 4:15 PM;61.00;769.50;767.00;56.00;0.00;0.00;319.50;47.50;30.50
Jan 11, 2025 4:15 PM;Jan 11, 2025 4:30 PM;61.00;800.50;788.00;21.00;0.00;0.00;328.00;58.25;30.50
Jan 11, 2025 4:30 PM;Jan 11, 2025 4:45 PM;61.00;819.50;797.00;2.00;0.00;0.00;332.25;60.50;30.50
Jan 11, 2025 4:45 PM;Jan 11, 2025 5:00 PM;62.00;825.50;811.00;0.00;0.00;0.00;334.00;71.75;30.50
Jan 11, 2025 5:00 PM;Jan 11, 2025 5:15 PM;62.00;859.75;827.00;0.00;0.00;0.00;335.50;74.50;30.50
Jan 11, 2025 5:15 PM;Jan 11, 2025 5:30 PM;62.00;870.50;826.00;0.00;0.00;0.00;334.25;80.00;30.50
Jan 11, 2025 5:30 PM;Jan 11, 2025 5:45 PM;62.00;859.00;844.00;0.00;0.00;0.00;336.00;73.75;30.50
Jan 11, 2025 5:45 PM;Jan 11, 2025 6:00 PM;62.00;859.75;852.00;0.00;0.00;0.00;335.00;77.00;30.50
Jan 11, 2025 6:00 PM;Jan 11, 2025 6:15 PM;62.00;892.50;853.00;0.00;0.00;0.00;338.25;115.50;30.50
Jan 11, 2025 6:15 PM;Jan 11, 2025 6:30 PM;63.00;878.50;839.00;0.00;0.00;0.00;339.50;122.50;30.50
Jan 11, 2025 6:30 PM;Jan 11, 2025 6:45 PM;63.00;886.50;840.00;0.00;0.00;0.00;340.00;132.75;30.50
Jan 11, 2025 6:45 PM;Jan 11, 2025 7:00 PM;63.00;883.50;844.00;0.00;0.00;0.00;341.00;132.25;30.50
Jan 11, 2025 7:00 PM;Jan 11, 2025 7:15 PM;63.00;886.50;841.00;0.00;0.00;0.00;347.25;185.50;30.50
Jan 11, 2025 7:15 PM;Jan 11, 2025 7:30 PM;63.00;868.25;837.00;0.00;0.00;0.00;344.50;198.00;30.50
Jan 11, 2025 7:30 PM;Jan 11, 2025 7:45 PM;63.00;859.50;834.00;0.00;0.00;0.00;345.00;190.50;30.50
Jan 11, 2025 7:45 PM;Jan 11, 2025 8:00 PM;63.00;852.75;836.00;0.00;0.00;0.00;346.25;170.50;30.50
