Start date;End date;Total [MWh] Original resolutions;Photovoltaics and wind [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other [MWh] Calculated resolutions
Jul 7, 2025 9:45 AM;Jul 7, 2025 10:00 AM;1,488.50;497.00;182.00;315.00;1,024.75
Jul 7, 2025 10:00 AM;Jul 7, 2025 10:15 AM;1,467.75;521.00;173.00;348.00;911.50
Jul 7, 2025 10:15 AM;Jul 7, 2025 10:30 AM;1,467.75;546.00;164.00;382.00;911.50
Jul 7, 2025 10:30 AM;Jul 7, 2025 10:45 AM;1,467.75;569.00;155.00;414.00;911.50
Jul 7, 2025 10:45 AM;Jul 7, 2025 11:00 AM;1,467.75;589.00;146.00;443.00;911.50
Jul 7, 2025 11:00 AM;Jul 7, 2025 11:15 AM;1,202.75;609.00;138.00;471.00;576.00
Jul 7, 2025 11:15 AM;Jul 7, 2025 11:30 AM;1,202.75;624.00;127.00;497.00;576.00
Jul 7, 2025 11:30 AM;Jul 7, 2025 11:45 AM;1,202.75;634.00;115.00;519.00;576.00
Jul 7, 2025 11:45 AM;Jul 7, 2025 12:00 PM;1,202.75;640.00;104.00;536.00;576.00
Jul 7, 2025 12:00 PM;Jul 7, 2025 12:15 PM;1,125.25;646.00;94.00;552.00;468.75
Jul 7, 2025 12:15 PM;Jul 7, 2025 12:30 PM;1,125.25;655.00;89.00;566.00;468.75
Jul 7, 2025 12:30 PM;Jul 7, 2025 12:45 PM;1,125.25;661.00;84.00;577.00;468.75
Jul 7, 2025 12:45 PM;Jul 7, 2025 1:00 PM;1,125.25;664.00;79.00;585.00;468.75
Jul 7, 2025 1:00 PM;Jul 7, 2025 1:15 PM;1,099.25;667.00;76.00;591.00;432.50
Jul 7, 2025 1:15 PM;Jul 7, 2025 1:30 PM;1,099.25;668.00;74.00;594.00;432.50
Jul 7, 2025 1:30 PM;Jul 7, 2025 1:45 PM;1,099.25;668.00;72.00;596.00;432.50
Jul 7, 2025 1:45 PM;Jul 7, 2025 2:00 PM;1,099.25;664.00;71.00;593.00;432.50
Jul 7, 2025 2:00 PM;Jul 7, 2025 2:15 PM;1,057.50;657.00;70.00;587.00;420.50
Jul 7, 2025 2:15 PM;Jul 7, 2025 2:30 PM;1,057.50;647.00;69.00;578.00;420.50
Jul 7, 2025 2:30 PM;Jul 7, 2025 2:45 PM;1,057.50;632.00;68.00;564.00;420.50
Jul 7, 2025 2:45 PM;Jul 7, 2025 3:00 PM;1,057.50;612.00;67.00;545.00;420.50
Jul 7, 2025 3:00 PM;Jul 7, 2025 3:15 PM;1,099.75;591.00;66.00;525.00;548.00
Jul 7, 2025 3:15 PM;Jul 7, 2025 3:30 PM;1,099.75;569.00;66.00;503.00;548.00
Jul 7, 2025 3:30 PM;Jul 7, 2025 3:45 PM;1,099.75;541.00;66.00;475.00;548.00
Jul 7, 2025 3:45 PM;Jul 7, 2025 4:00 PM;1,099.75;506.00;65.00;441.00;548.00
Jul 7, 2025 4:00 PM;Jul 7, 2025 4:15 PM;1,116.25;471.00;65.00;406.00;695.25
Jul 7, 2025 4:15 PM;Jul 7, 2025 4:30 PM;1,116.25;437.00;65.00;372.00;695.25
Jul 7, 2025 4:30 PM;Jul 7, 2025 4:45 PM;1,116.25;404.00;65.00;339.00;695.25
Jul 7, 2025 4:45 PM;Jul 7, 2025 5:00 PM;1,116.25;372.00;65.00;307.00;695.25
Jul 7, 2025 5:00 PM;Jul 7, 2025 5:15 PM;1,159.75;341.00;65.00;276.00;861.25
Jul 7, 2025 5:15 PM;Jul 7, 2025 5:30 PM;1,159.75;312.00;66.00;246.00;861.25
Jul 7, 2025 5:30 PM;Jul 7, 2025 5:45 PM;1,159.75;284.00;67.00;217.00;861.25
Jul 7, 2025 5:45 PM;Jul 7, 2025 6:00 PM;1,159.75;257.00;68.00;189.00;861.25
Jul 7, 2025 6:00 PM;Jul 7, 2025 6:15 PM;1,185.50;231.00;69.00;162.00;988.00
Jul 7, 2025 6:15 PM;Jul 7, 2025 6:30 PM;1,185.50;207.00;71.00;136.00;988.00
Jul 7, 2025 6:30 PM;Jul 7, 2025 6:45 PM;1,185.50;185.00;73.00;112.00;988.00
Jul 7, 2025 6:45 PM;Jul 7, 2025 7:00 PM;1,185.50;167.00;75.00;92.00;988.00
Jul 7, 2025 7:00 PM;Jul 7, 2025 7:15 PM;1,548.75;151.00;78.00;73.00;1,413.00
Jul 7, 2025 7:15 PM;Jul 7, 2025 7:30 PM;1,548.75;140.00;83.00;57.00;1,413.00
Jul 7, 2025 7:30 PM;Jul 7, 2025 7:45 PM;1,548.75;130.00;87.00;43.00;1,413.00
Jul 7, 2025 7:45 PM;Jul 7, 2025 8:00 PM;1,548.75;122.00;92.00;30.00;1,413.00
Jul 7, 2025 8:00 PM;Jul 7, 2025 8:15 PM;1,654.50;117.00;98.00;19.00;1,536.75
