Start date;End date;Total [MWh] Original resolutions;Photovoltaics and wind [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other [MWh] Calculated resolutions
Jul 24, 2025 6:30 PM;Jul 24, 2025 6:45 PM;1,458.00;226.00;102.00;124.00;1,222.25
Jul 24, 2025 6:45 PM;Jul 24, 2025 7:00 PM;1,458.00;208.00;105.00;103.00;1,222.25
Jul 24, 2025 7:00 PM;Jul 24, 2025 7:15 PM;1,547.75;191.00;110.00;81.00;1,374.00
Jul 24, 2025 7:15 PM;Jul 24, 2025 7:30 PM;1,547.75;178.00;117.00;61.00;1,374.00
Jul 24, 2025 7:30 PM;Jul 24, 2025 7:45 PM;1,547.75;167.00;124.00;43.00;1,374.00
Jul 24, 2025 7:45 PM;Jul 24, 2025 8:00 PM;1,547.75;159.00;132.00;27.00;1,374.00
Jul 24, 2025 8:00 PM;Jul 24, 2025 8:15 PM;1,763.75;154.00;139.00;15.00;1,609.00
Jul 24, 2025 8:15 PM;Jul 24, 2025 8:30 PM;1,763.75;152.00;146.00;6.00;1,609.00
Jul 24, 2025 8:30 PM;Jul 24, 2025 8:45 PM;1,763.75;154.00;152.00;2.00;1,609.00
Jul 24, 2025 8:45 PM;Jul 24, 2025 9:00 PM;1,763.75;159.00;159.00;0.00;1,609.00
Jul 24, 2025 9:00 PM;Jul 24, 2025 9:15 PM;1,773.75;165.00;165.00;0.00;1,597.75
Jul 24, 2025 9:15 PM;Jul 24, 2025 9:30 PM;1,773.75;172.00;172.00;0.00;1,597.75
Jul 24, 2025 9:30 PM;Jul 24, 2025 9:45 PM;1,773.75;180.00;180.00;0.00;1,597.75
Jul 24, 2025 9:45 PM;Jul 24, 2025 10:00 PM;1,773.75;187.00;187.00;0.00;1,597.75
Jul 24, 2025 10:00 PM;Jul 24, 2025 10:15 PM;1,753.50;194.00;194.00;0.00;1,555.00
Jul 24, 2025 10:15 PM;Jul 24, 2025 10:30 PM;1,753.50;197.00;197.00;0.00;1,555.00
Jul 24, 2025 10:30 PM;Jul 24, 2025 10:45 PM;1,753.50;200.00;200.00;0.00;1,555.00
Jul 24, 2025 10:45 PM;Jul 24, 2025 11:00 PM;1,753.50;203.00;203.00;0.00;1,555.00
Jul 24, 2025 11:00 PM;Jul 24, 2025 11:15 PM;1,530.75;206.00;206.00;0.00;1,320.25
Jul 24, 2025 11:15 PM;Jul 24, 2025 11:30 PM;1,530.75;209.00;209.00;0.00;1,320.25
Jul 24, 2025 11:30 PM;Jul 24, 2025 11:45 PM;1,530.75;212.00;212.00;0.00;1,320.25
Jul 24, 2025 11:45 PM;Jul 25, 2025 12:00 AM;1,530.75;215.00;215.00;0.00;1,320.25
Jul 25, 2025 12:00 AM;Jul 25, 2025 12:15 AM;1,485.75;230.00;230.00;0.00;1,224.75
Jul 25, 2025 12:15 AM;Jul 25, 2025 12:30 AM;1,485.75;251.00;251.00;0.00;1,224.75
Jul 25, 2025 12:30 AM;Jul 25, 2025 12:45 AM;1,485.75;271.00;271.00;0.00;1,224.75
Jul 25, 2025 12:45 AM;Jul 25, 2025 1:00 AM;1,485.75;292.00;292.00;0.00;1,224.75
Jul 25, 2025 1:00 AM;Jul 25, 2025 1:15 AM;1,348.00;311.00;311.00;0.00;1,010.75
Jul 25, 2025 1:15 AM;Jul 25, 2025 1:30 AM;1,348.00;329.00;329.00;0.00;1,010.75
Jul 25, 2025 1:30 AM;Jul 25, 2025 1:45 AM;1,348.00;346.00;346.00;0.00;1,010.75
Jul 25, 2025 1:45 AM;Jul 25, 2025 2:00 AM;1,348.00;363.00;363.00;0.00;1,010.75
Jul 25, 2025 2:00 AM;Jul 25, 2025 2:15 AM;1,316.00;378.00;378.00;0.00;936.50
Jul 25, 2025 2:15 AM;Jul 25, 2025 2:30 AM;1,316.00;382.00;382.00;0.00;936.50
Jul 25, 2025 2:30 AM;Jul 25, 2025 2:45 AM;1,316.00;380.00;380.00;0.00;936.50
Jul 25, 2025 2:45 AM;Jul 25, 2025 3:00 AM;1,316.00;378.00;378.00;0.00;936.50
Jul 25, 2025 3:00 AM;Jul 25, 2025 3:15 AM;1,314.75;375.00;375.00;0.00;951.00
Jul 25, 2025 3:15 AM;Jul 25, 2025 3:30 AM;1,314.75;368.00;368.00;0.00;951.00
Jul 25, 2025 3:30 AM;Jul 25, 2025 3:45 AM;1,314.75;360.00;360.00;0.00;951.00
Jul 25, 2025 3:45 AM;Jul 25, 2025 4:00 AM;1,314.75;352.00;352.00;0.00;951.00
Jul 25, 2025 4:00 AM;Jul 25, 2025 4:15 AM;1,328.00;343.00;343.00;0.00;997.75
Jul 25, 2025 4:15 AM;Jul 25, 2025 4:30 AM;1,328.00;335.00;335.00;0.00;997.75
Jul 25, 2025 4:30 AM;Jul 25, 2025 4:45 AM;1,328.00;326.00;326.00;0.00;997.75
Jul 25, 2025 4:45 AM;Jul 25, 2025 5:00 AM;1,328.00;317.00;317.00;0.00;997.75
Jul 25, 2025 5:00 AM;Jul 25, 2025 5:15 AM;1,334.25;309.00;309.00;0.00;1,028.25
Jul 25, 2025 5:15 AM;Jul 25, 2025 5:30 AM;1,334.25;305.00;305.00;0.00;1,028.25
Jul 25, 2025 5:30 AM;Jul 25, 2025 5:45 AM;1,334.25;303.00;301.00;2.00;1,028.25
Jul 25, 2025 5:45 AM;Jul 25, 2025 6:00 AM;1,334.25;307.00;298.00;9.00;1,028.25
Jul 25, 2025 6:00 AM;Jul 25, 2025 6:15 AM;1,679.00;312.00;293.00;19.00;1,358.75
Jul 25, 2025 6:15 AM;Jul 25, 2025 6:30 AM;1,679.00;316.00;283.00;33.00;1,358.75
Jul 25, 2025 6:30 AM;Jul 25, 2025 6:45 AM;1,679.00;322.00;273.00;49.00;1,358.75
Jul 25, 2025 6:45 AM;Jul 25, 2025 7:00 AM;1,679.00;331.00;263.00;68.00;1,358.75
Jul 25, 2025 7:00 AM;Jul 25, 2025 7:15 AM;1,759.00;343.00;253.00;90.00;1,397.50
Jul 25, 2025 7:15 AM;Jul 25, 2025 7:30 AM;1,759.00;355.00;239.00;116.00;1,397.50
Jul 25, 2025 7:30 AM;Jul 25, 2025 7:45 AM;1,759.00;367.00;225.00;142.00;1,397.50
Jul 25, 2025 7:45 AM;Jul 25, 2025 8:00 AM;1,759.00;381.00;211.00;170.00;1,397.50
Jul 25, 2025 8:00 AM;Jul 25, 2025 8:15 AM;1,725.75;397.00;198.00;199.00;1,296.75
Jul 25, 2025 8:15 AM;Jul 25, 2025 8:30 AM;1,725.75;418.00;190.00;228.00;1,296.75
Jul 25, 2025 8:30 AM;Jul 25, 2025 8:45 AM;1,725.75;440.00;181.00;259.00;1,296.75
Jul 25, 2025 8:45 AM;Jul 25, 2025 9:00 AM;1,725.75;461.00;172.00;289.00;1,296.75
Jul 25, 2025 9:00 AM;Jul 25, 2025 9:15 AM;1,422.75;482.00;163.00;319.00;911.25
Jul 25, 2025 9:15 AM;Jul 25, 2025 9:30 AM;1,422.75;502.00;154.00;348.00;911.25
Jul 25, 2025 9:30 AM;Jul 25, 2025 9:45 AM;1,422.75;521.00;144.00;377.00;911.25
Jul 25, 2025 9:45 AM;Jul 25, 2025 10:00 AM;1,422.75;541.00;135.00;406.00;911.25
Jul 25, 2025 10:00 AM;Jul 25, 2025 10:15 AM;1,369.75;562.00;126.00;436.00;777.00
Jul 25, 2025 10:15 AM;Jul 25, 2025 10:30 AM;1,369.75;584.00;118.00;466.00;777.00
Jul 25, 2025 10:30 AM;Jul 25, 2025 10:45 AM;1,369.75;604.00;110.00;494.00;777.00
Jul 25, 2025 10:45 AM;Jul 25, 2025 11:00 AM;1,369.75;621.00;102.00;519.00;777.00
Jul 25, 2025 11:00 AM;Jul 25, 2025 11:15 AM;1,341.50;634.00;94.00;540.00;689.25
Jul 25, 2025 11:15 AM;Jul 25, 2025 11:30 AM;1,341.50;648.00;89.00;559.00;689.25
Jul 25, 2025 11:30 AM;Jul 25, 2025 11:45 AM;1,341.50;659.00;84.00;575.00;689.25
Jul 25, 2025 11:45 AM;Jul 25, 2025 12:00 PM;1,341.50;668.00;79.00;589.00;689.25
Jul 25, 2025 12:00 PM;Jul 25, 2025 12:15 PM;1,331.00;677.00;75.00;602.00;648.00
Jul 25, 2025 12:15 PM;Jul 25, 2025 12:30 PM;1,331.00;683.00;71.00;612.00;648.00
Jul 25, 2025 12:30 PM;Jul 25, 2025 12:45 PM;1,331.00;686.00;67.00;619.00;648.00
Jul 25, 2025 12:45 PM;Jul 25, 2025 1:00 PM;1,331.00;686.00;63.00;623.00;648.00
Jul 25, 2025 1:00 PM;Jul 25, 2025 1:15 PM;1,311.00;685.00;60.00;625.00;637.25
Jul 25, 2025 1:15 PM;Jul 25, 2025 1:30 PM;1,311.00;681.00;57.00;624.00;637.25
Jul 25, 2025 1:30 PM;Jul 25, 2025 1:45 PM;1,311.00;672.00;54.00;618.00;637.25
Jul 25, 2025 1:45 PM;Jul 25, 2025 2:00 PM;1,311.00;657.00;51.00;606.00;637.25
Jul 25, 2025 2:00 PM;Jul 25, 2025 2:15 PM;1,274.75;640.00;48.00;592.00;663.50
Jul 25, 2025 2:15 PM;Jul 25, 2025 2:30 PM;1,274.75;622.00;45.00;577.00;663.50
Jul 25, 2025 2:30 PM;Jul 25, 2025 2:45 PM;1,274.75;602.00;42.00;560.00;663.50
Jul 25, 2025 2:45 PM;Jul 25, 2025 3:00 PM;1,274.75;581.00;39.00;542.00;663.50
Jul 25, 2025 3:00 PM;Jul 25, 2025 3:15 PM;1,244.50;558.00;37.00;521.00;726.25
Jul 25, 2025 3:15 PM;Jul 25, 2025 3:30 PM;1,244.50;534.00;36.00;498.00;726.25
Jul 25, 2025 3:30 PM;Jul 25, 2025 3:45 PM;1,244.50;506.00;34.00;472.00;726.25
Jul 25, 2025 3:45 PM;Jul 25, 2025 4:00 PM;1,244.50;475.00;33.00;442.00;726.25
Jul 25, 2025 4:00 PM;Jul 25, 2025 4:15 PM;1,226.00;445.00;32.00;413.00;826.00
Jul 25, 2025 4:15 PM;Jul 25, 2025 4:30 PM;1,226.00;415.00;32.00;383.00;826.00
Jul 25, 2025 4:30 PM;Jul 25, 2025 4:45 PM;1,226.00;385.00;32.00;353.00;826.00
Jul 25, 2025 4:45 PM;Jul 25, 2025 5:00 PM;1,226.00;355.00;32.00;323.00;826.00
Jul 25, 2025 5:00 PM;Jul 25, 2025 5:15 PM;1,232.75;325.00;31.00;294.00;947.50
Jul 25, 2025 5:15 PM;Jul 25, 2025 5:30 PM;1,232.75;298.00;32.00;266.00;947.50
Jul 25, 2025 5:30 PM;Jul 25, 2025 5:45 PM;1,232.75;272.00;32.00;240.00;947.50
Jul 25, 2025 5:45 PM;Jul 25, 2025 6:00 PM;1,232.75;246.00;32.00;214.00;947.50
Jul 25, 2025 6:00 PM;Jul 25, 2025 6:15 PM;1,355.25;221.00;33.00;188.00;1,168.75
Jul 25, 2025 6:15 PM;Jul 25, 2025 6:30 PM;1,355.25;197.00;35.00;162.00;1,168.75
Jul 25, 2025 6:30 PM;Jul 25, 2025 6:45 PM;1,355.25;175.00;37.00;138.00;1,168.75
Jul 25, 2025 6:45 PM;Jul 25, 2025 7:00 PM;1,355.25;153.00;39.00;114.00;1,168.75
Jul 25, 2025 7:00 PM;Jul 25, 2025 7:15 PM;1,513.50;131.00;41.00;90.00;1,409.25
Jul 25, 2025 7:15 PM;Jul 25, 2025 7:30 PM;1,513.50;112.00;44.00;68.00;1,409.25
Jul 25, 2025 7:30 PM;Jul 25, 2025 7:45 PM;1,513.50;94.00;47.00;47.00;1,409.25
Jul 25, 2025 7:45 PM;Jul 25, 2025 8:00 PM;1,513.50;80.00;51.00;29.00;1,409.25
Jul 25, 2025 8:00 PM;Jul 25, 2025 8:15 PM;1,586.00;70.00;54.00;16.00;1,520.50
Jul 25, 2025 8:15 PM;Jul 25, 2025 8:30 PM;1,586.00;64.00;57.00;7.00;1,520.50
Jul 25, 2025 8:30 PM;Jul 25, 2025 8:45 PM;1,586.00;63.00;61.00;2.00;1,520.50
Jul 25, 2025 8:45 PM;Jul 25, 2025 9:00 PM;1,586.00;65.00;65.00;0.00;1,520.50
Jul 25, 2025 9:00 PM;Jul 25, 2025 9:15 PM;1,490.75;69.00;69.00;0.00;1,415.75
Jul 25, 2025 9:15 PM;Jul 25, 2025 9:30 PM;1,490.75;73.00;73.00;0.00;1,415.75
Jul 25, 2025 9:30 PM;Jul 25, 2025 9:45 PM;1,490.75;77.00;77.00;0.00;1,415.75
Jul 25, 2025 9:45 PM;Jul 25, 2025 10:00 PM;1,490.75;81.00;81.00;0.00;1,415.75
Jul 25, 2025 10:00 PM;Jul 25, 2025 10:15 PM;1,501.75;85.00;85.00;0.00;1,411.75
Jul 25, 2025 10:15 PM;Jul 25, 2025 10:30 PM;1,501.75;88.00;88.00;0.00;1,411.75
Jul 25, 2025 10:30 PM;Jul 25, 2025 10:45 PM;1,501.75;92.00;92.00;0.00;1,411.75
Jul 25, 2025 10:45 PM;Jul 25, 2025 11:00 PM;1,501.75;95.00;95.00;0.00;1,411.75
Jul 25, 2025 11:00 PM;Jul 25, 2025 11:15 PM;1,241.75;100.00;100.00;0.00;1,132.75
Jul 25, 2025 11:15 PM;Jul 25, 2025 11:30 PM;1,241.75;106.00;106.00;0.00;1,132.75
Jul 25, 2025 11:30 PM;Jul 25, 2025 11:45 PM;1,241.75;112.00;112.00;0.00;1,132.75
Jul 25, 2025 11:45 PM;Jul 26, 2025 12:00 AM;1,241.75;118.00;118.00;0.00;1,132.75
Jul 26, 2025 12:00 AM;Jul 26, 2025 12:15 AM;1,261.75;69.00;69.00;0.00;1,187.75
Jul 26, 2025 12:15 AM;Jul 26, 2025 12:30 AM;1,261.75;72.00;72.00;0.00;1,187.75
Jul 26, 2025 12:30 AM;Jul 26, 2025 12:45 AM;1,261.75;76.00;76.00;0.00;1,187.75
Jul 26, 2025 12:45 AM;Jul 26, 2025 1:00 AM;1,261.75;79.00;79.00;0.00;1,187.75
Jul 26, 2025 1:00 AM;Jul 26, 2025 1:15 AM;1,212.50;81.00;81.00;0.00;1,130.25
Jul 26, 2025 1:15 AM;Jul 26, 2025 1:30 AM;1,212.50;82.00;82.00;0.00;1,130.25
Jul 26, 2025 1:30 AM;Jul 26, 2025 1:45 AM;1,212.50;83.00;83.00;0.00;1,130.25
Jul 26, 2025 1:45 AM;Jul 26, 2025 2:00 AM;1,212.50;83.00;83.00;0.00;1,130.25
Jul 26, 2025 2:00 AM;Jul 26, 2025 2:15 AM;1,210.50;83.00;83.00;0.00;1,127.50
Jul 26, 2025 2:15 AM;Jul 26, 2025 2:30 AM;1,210.50;83.00;83.00;0.00;1,127.50
Jul 26, 2025 2:30 AM;Jul 26, 2025 2:45 AM;1,210.50;83.00;83.00;0.00;1,127.50
Jul 26, 2025 2:45 AM;Jul 26, 2025 3:00 AM;1,210.50;83.00;83.00;0.00;1,127.50
Jul 26, 2025 3:00 AM;Jul 26, 2025 3:15 AM;1,202.50;83.00;83.00;0.00;1,114.00
Jul 26, 2025 3:15 AM;Jul 26, 2025 3:30 AM;1,202.50;87.00;87.00;0.00;1,114.00
Jul 26, 2025 3:30 AM;Jul 26, 2025 3:45 AM;1,202.50;90.00;90.00;0.00;1,114.00
Jul 26, 2025 3:45 AM;Jul 26, 2025 4:00 AM;1,202.50;94.00;94.00;0.00;1,114.00
Jul 26, 2025 4:00 AM;Jul 26, 2025 4:15 AM;1,180.75;97.00;97.00;0.00;1,078.75
Jul 26, 2025 4:15 AM;Jul 26, 2025 4:30 AM;1,180.75;100.00;100.00;0.00;1,078.75
Jul 26, 2025 4:30 AM;Jul 26, 2025 4:45 AM;1,180.75;104.00;104.00;0.00;1,078.75
Jul 26, 2025 4:45 AM;Jul 26, 2025 5:00 AM;1,180.75;107.00;107.00;0.00;1,078.75
Jul 26, 2025 5:00 AM;Jul 26, 2025 5:15 AM;1,153.75;111.00;111.00;0.00;1,042.75
Jul 26, 2025 5:15 AM;Jul 26, 2025 5:30 AM;1,153.75;111.00;111.00;0.00;1,042.75
Jul 26, 2025 5:30 AM;Jul 26, 2025 5:45 AM;1,153.75;110.00;109.00;1.00;1,042.75
Jul 26, 2025 5:45 AM;Jul 26, 2025 6:00 AM;1,153.75;112.00;107.00;5.00;1,042.75
Jul 26, 2025 6:00 AM;Jul 26, 2025 6:15 AM;1,218.75;116.00;104.00;12.00;1,091.25
Jul 26, 2025 6:15 AM;Jul 26, 2025 6:30 AM;1,218.75;122.00;101.00;21.00;1,091.25
Jul 26, 2025 6:30 AM;Jul 26, 2025 6:45 AM;1,218.75;131.00;99.00;32.00;1,091.25
Jul 26, 2025 6:45 AM;Jul 26, 2025 7:00 AM;1,218.75;141.00;96.00;45.00;1,091.25
Jul 26, 2025 7:00 AM;Jul 26, 2025 7:15 AM;1,221.00;153.00;93.00;60.00;1,051.75
Jul 26, 2025 7:15 AM;Jul 26, 2025 7:30 AM;1,221.00;164.00;88.00;76.00;1,051.75
Jul 26, 2025 7:30 AM;Jul 26, 2025 7:45 AM;1,221.00;175.00;84.00;91.00;1,051.75
Jul 26, 2025 7:45 AM;Jul 26, 2025 8:00 AM;1,221.00;185.00;79.00;106.00;1,051.75
Jul 26, 2025 8:00 AM;Jul 26, 2025 8:15 AM;1,229.25;195.00;74.00;121.00;1,016.50
Jul 26, 2025 8:15 AM;Jul 26, 2025 8:30 AM;1,229.25;207.00;71.00;136.00;1,016.50
Jul 26, 2025 8:30 AM;Jul 26, 2025 8:45 AM;1,229.25;219.00;67.00;152.00;1,016.50
Jul 26, 2025 8:45 AM;Jul 26, 2025 9:00 AM;1,229.25;230.00;63.00;167.00;1,016.50
Jul 26, 2025 9:00 AM;Jul 26, 2025 9:15 AM;1,199.50;243.00;60.00;183.00;937.00
Jul 26, 2025 9:15 AM;Jul 26, 2025 9:30 AM;1,199.50;256.00;56.00;200.00;937.00
Jul 26, 2025 9:30 AM;Jul 26, 2025 9:45 AM;1,199.50;269.00;53.00;216.00;937.00
Jul 26, 2025 9:45 AM;Jul 26, 2025 10:00 AM;1,199.50;282.00;49.00;233.00;937.00
Jul 26, 2025 10:00 AM;Jul 26, 2025 10:15 AM;1,182.25;296.00;47.00;249.00;863.00
Jul 26, 2025 10:15 AM;Jul 26, 2025 10:30 AM;1,182.25;312.00;46.00;266.00;863.00
Jul 26, 2025 10:30 AM;Jul 26, 2025 10:45 AM;1,182.25;327.00;45.00;282.00;863.00
Jul 26, 2025 10:45 AM;Jul 26, 2025 11:00 AM;1,182.25;342.00;44.00;298.00;863.00
Jul 26, 2025 11:00 AM;Jul 26, 2025 11:15 AM;1,127.00;358.00;44.00;314.00;748.50
Jul 26, 2025 11:15 AM;Jul 26, 2025 11:30 AM;1,127.00;373.00;43.00;330.00;748.50
Jul 26, 2025 11:30 AM;Jul 26, 2025 11:45 AM;1,127.00;386.00;42.00;344.00;748.50
Jul 26, 2025 11:45 AM;Jul 26, 2025 12:00 PM;1,127.00;397.00;41.00;356.00;748.50
Jul 26, 2025 12:00 PM;Jul 26, 2025 12:15 PM;1,133.00;409.00;40.00;369.00;710.25
Jul 26, 2025 12:15 PM;Jul 26, 2025 12:30 PM;1,133.00;421.00;39.00;382.00;710.25
Jul 26, 2025 12:30 PM;Jul 26, 2025 12:45 PM;1,133.00;429.00;38.00;391.00;710.25
Jul 26, 2025 12:45 PM;Jul 26, 2025 1:00 PM;1,133.00;432.00;36.00;396.00;710.25
Jul 26, 2025 1:00 PM;Jul 26, 2025 1:15 PM;1,138.50;437.00;36.00;401.00;698.25
Jul 26, 2025 1:15 PM;Jul 26, 2025 1:30 PM;1,138.50;440.00;35.00;405.00;698.25
Jul 26, 2025 1:30 PM;Jul 26, 2025 1:45 PM;1,138.50;442.00;35.00;407.00;698.25
Jul 26, 2025 1:45 PM;Jul 26, 2025 2:00 PM;1,138.50;442.00;35.00;407.00;698.25
Jul 26, 2025 2:00 PM;Jul 26, 2025 2:15 PM;1,135.25;440.00;34.00;406.00;701.50
Jul 26, 2025 2:15 PM;Jul 26, 2025 2:30 PM;1,135.25;438.00;35.00;403.00;701.50
Jul 26, 2025 2:30 PM;Jul 26, 2025 2:45 PM;1,135.25;433.00;35.00;398.00;701.50
Jul 26, 2025 2:45 PM;Jul 26, 2025 3:00 PM;1,135.25;424.00;35.00;389.00;701.50
Jul 26, 2025 3:00 PM;Jul 26, 2025 3:15 PM;1,128.75;415.00;35.00;380.00;730.75
Jul 26, 2025 3:15 PM;Jul 26, 2025 3:30 PM;1,128.75;405.00;36.00;369.00;730.75
Jul 26, 2025 3:30 PM;Jul 26, 2025 3:45 PM;1,128.75;393.00;37.00;356.00;730.75
Jul 26, 2025 3:45 PM;Jul 26, 2025 4:00 PM;1,128.75;379.00;38.00;341.00;730.75
Jul 26, 2025 4:00 PM;Jul 26, 2025 4:15 PM;1,141.75;363.00;39.00;324.00;803.75
Jul 26, 2025 4:15 PM;Jul 26, 2025 4:30 PM;1,141.75;348.00;41.00;307.00;803.75
Jul 26, 2025 4:30 PM;Jul 26, 2025 4:45 PM;1,141.75;330.00;43.00;287.00;803.75
Jul 26, 2025 4:45 PM;Jul 26, 2025 5:00 PM;1,141.75;311.00;45.00;266.00;803.75
Jul 26, 2025 5:00 PM;Jul 26, 2025 5:15 PM;1,187.00;292.00;47.00;245.00;920.00
Jul 26, 2025 5:15 PM;Jul 26, 2025 5:30 PM;1,187.00;275.00;50.00;225.00;920.00
Jul 26, 2025 5:30 PM;Jul 26, 2025 5:45 PM;1,187.00;259.00;54.00;205.00;920.00
Jul 26, 2025 5:45 PM;Jul 26, 2025 6:00 PM;1,187.00;242.00;57.00;185.00;920.00
Jul 26, 2025 6:00 PM;Jul 26, 2025 6:15 PM;1,241.75;226.00;61.00;165.00;1,038.25
Jul 26, 2025 6:15 PM;Jul 26, 2025 6:30 PM;1,241.75;211.00;66.00;145.00;1,038.25
Jul 26, 2025 6:30 PM;Jul 26, 2025 6:45 PM;1,241.75;196.00;72.00;124.00;1,038.25
Jul 26, 2025 6:45 PM;Jul 26, 2025 7:00 PM;1,241.75;181.00;77.00;104.00;1,038.25
Jul 26, 2025 7:00 PM;Jul 26, 2025 7:15 PM;1,264.50;167.00;84.00;83.00;1,108.50
Jul 26, 2025 7:15 PM;Jul 26, 2025 7:30 PM;1,264.50;158.00;96.00;62.00;1,108.50
Jul 26, 2025 7:30 PM;Jul 26, 2025 7:45 PM;1,264.50;152.00;109.00;43.00;1,108.50
Jul 26, 2025 7:45 PM;Jul 26, 2025 8:00 PM;1,264.50;147.00;121.00;26.00;1,108.50
Jul 26, 2025 8:00 PM;Jul 26, 2025 8:15 PM;1,473.25;147.00;133.00;14.00;1,311.00
Jul 26, 2025 8:15 PM;Jul 26, 2025 8:30 PM;1,473.25;155.00;149.00;6.00;1,311.00
Jul 26, 2025 8:30 PM;Jul 26, 2025 8:45 PM;1,473.25;166.00;165.00;1.00;1,311.00
Jul 26, 2025 8:45 PM;Jul 26, 2025 9:00 PM;1,473.25;181.00;181.00;0.00;1,311.00
Jul 26, 2025 9:00 PM;Jul 26, 2025 9:15 PM;1,607.50;197.00;197.00;0.00;1,390.50
Jul 26, 2025 9:15 PM;Jul 26, 2025 9:30 PM;1,607.50;210.00;210.00;0.00;1,390.50
Jul 26, 2025 9:30 PM;Jul 26, 2025 9:45 PM;1,607.50;224.00;224.00;0.00;1,390.50
Jul 26, 2025 9:45 PM;Jul 26, 2025 10:00 PM;1,607.50;237.00;237.00;0.00;1,390.50
Jul 26, 2025 10:00 PM;Jul 26, 2025 10:15 PM;1,631.50;250.00;250.00;0.00;1,366.50
Jul 26, 2025 10:15 PM;Jul 26, 2025 10:30 PM;1,631.50;260.00;260.00;0.00;1,366.50
Jul 26, 2025 10:30 PM;Jul 26, 2025 10:45 PM;1,631.50;270.00;270.00;0.00;1,366.50
Jul 26, 2025 10:45 PM;Jul 26, 2025 11:00 PM;1,631.50;280.00;280.00;0.00;1,366.50
Jul 26, 2025 11:00 PM;Jul 26, 2025 11:15 PM;1,437.25;290.00;290.00;0.00;1,131.25
Jul 26, 2025 11:15 PM;Jul 26, 2025 11:30 PM;1,437.25;301.00;301.00;0.00;1,131.25
Jul 26, 2025 11:30 PM;Jul 26, 2025 11:45 PM;1,437.25;311.00;311.00;0.00;1,131.25
Jul 26, 2025 11:45 PM;Jul 27, 2025 12:00 AM;1,437.25;322.00;322.00;0.00;1,131.25
Jul 27, 2025 12:00 AM;Jul 27, 2025 12:15 AM;1,490.75;194.00;194.00;0.00;1,283.75
Jul 27, 2025 12:15 AM;Jul 27, 2025 12:30 AM;1,490.75;203.00;203.00;0.00;1,283.75
Jul 27, 2025 12:30 AM;Jul 27, 2025 12:45 AM;1,490.75;211.00;211.00;0.00;1,283.75
Jul 27, 2025 12:45 AM;Jul 27, 2025 1:00 AM;1,490.75;220.00;220.00;0.00;1,283.75
Jul 27, 2025 1:00 AM;Jul 27, 2025 1:15 AM;1,529.25;226.00;226.00;0.00;1,295.00
Jul 27, 2025 1:15 AM;Jul 27, 2025 1:30 AM;1,529.25;231.00;231.00;0.00;1,295.00
Jul 27, 2025 1:30 AM;Jul 27, 2025 1:45 AM;1,529.25;237.00;237.00;0.00;1,295.00
Jul 27, 2025 1:45 AM;Jul 27, 2025 2:00 AM;1,529.25;243.00;243.00;0.00;1,295.00
Jul 27, 2025 2:00 AM;Jul 27, 2025 2:15 AM;1,532.25;249.00;249.00;0.00;1,272.25
Jul 27, 2025 2:15 AM;Jul 27, 2025 2:30 AM;1,532.25;256.00;256.00;0.00;1,272.25
Jul 27, 2025 2:30 AM;Jul 27, 2025 2:45 AM;1,532.25;264.00;264.00;0.00;1,272.25
Jul 27, 2025 2:45 AM;Jul 27, 2025 3:00 AM;1,532.25;271.00;271.00;0.00;1,272.25
Jul 27, 2025 3:00 AM;Jul 27, 2025 3:15 AM;1,510.75;277.00;277.00;0.00;1,224.75
Jul 27, 2025 3:15 AM;Jul 27, 2025 3:30 AM;1,510.75;283.00;283.00;0.00;1,224.75
Jul 27, 2025 3:30 AM;Jul 27, 2025 3:45 AM;1,510.75;289.00;289.00;0.00;1,224.75
Jul 27, 2025 3:45 AM;Jul 27, 2025 4:00 AM;1,510.75;295.00;295.00;0.00;1,224.75
Jul 27, 2025 4:00 AM;Jul 27, 2025 4:15 AM;1,543.00;301.00;301.00;0.00;1,234.00
Jul 27, 2025 4:15 AM;Jul 27, 2025 4:30 AM;1,543.00;307.00;307.00;0.00;1,234.00
Jul 27, 2025 4:30 AM;Jul 27, 2025 4:45 AM;1,543.00;312.00;312.00;0.00;1,234.00
Jul 27, 2025 4:45 AM;Jul 27, 2025 5:00 AM;1,543.00;316.00;316.00;0.00;1,234.00
Jul 27, 2025 5:00 AM;Jul 27, 2025 5:15 AM;1,560.00;320.00;320.00;0.00;1,233.75
Jul 27, 2025 5:15 AM;Jul 27, 2025 5:30 AM;1,560.00;322.00;322.00;0.00;1,233.75
Jul 27, 2025 5:30 AM;Jul 27, 2025 5:45 AM;1,560.00;327.00;326.00;1.00;1,233.75
Jul 27, 2025 5:45 AM;Jul 27, 2025 6:00 AM;1,560.00;336.00;331.00;5.00;1,233.75
Jul 27, 2025 6:00 AM;Jul 27, 2025 6:15 AM;1,569.75;349.00;337.00;12.00;1,194.75
Jul 27, 2025 6:15 AM;Jul 27, 2025 6:30 AM;1,569.75;364.00;343.00;21.00;1,194.75
Jul 27, 2025 6:30 AM;Jul 27, 2025 6:45 AM;1,569.75;383.00;350.00;33.00;1,194.75
Jul 27, 2025 6:45 AM;Jul 27, 2025 7:00 AM;1,569.75;404.00;357.00;47.00;1,194.75
