Start date;End date;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Jul 1, 2025 3:00 PM;Jul 1, 2025 3:15 PM;41.00;611.75;94.00;905.00;0.00;0.00;50.75;0.00;30.50
Jul 1, 2025 3:15 PM;Jul 1, 2025 3:30 PM;41.00;627.00;93.00;863.00;0.00;0.00;49.50;0.00;30.50
Jul 1, 2025 3:30 PM;Jul 1, 2025 3:45 PM;41.00;665.50;93.00;818.00;0.00;0.00;50.00;0.00;30.50
Jul 1, 2025 3:45 PM;Jul 1, 2025 4:00 PM;40.00;684.75;93.00;767.00;0.00;0.00;53.50;0.00;30.50
Jul 1, 2025 4:00 PM;Jul 1, 2025 4:15 PM;40.00;662.50;90.00;706.00;0.00;0.00;54.25;0.00;30.50
Jul 1, 2025 4:15 PM;Jul 1, 2025 4:30 PM;40.00;703.50;87.00;651.00;0.00;0.00;54.75;0.00;30.50
Jul 1, 2025 4:30 PM;Jul 1, 2025 4:45 PM;40.00;733.25;87.00;597.00;0.00;0.00;68.00;0.00;30.50
Jul 1, 2025 4:45 PM;Jul 1, 2025 5:00 PM;40.00;733.50;87.00;547.00;0.00;0.00;75.50;0.00;30.50
Jul 1, 2025 5:00 PM;Jul 1, 2025 5:15 PM;39.00;692.50;85.00;488.00;0.00;0.00;88.00;55.75;30.50
Jul 1, 2025 5:15 PM;Jul 1, 2025 5:30 PM;39.00;716.50;82.00;432.00;0.00;0.00;112.00;74.75;30.50
Jul 1, 2025 5:30 PM;Jul 1, 2025 5:45 PM;39.00;772.25;77.00;377.00;0.00;0.00;152.50;96.00;30.50
Jul 1, 2025 5:45 PM;Jul 1, 2025 6:00 PM;39.00;784.75;72.00;320.00;0.00;0.00;220.50;117.25;30.50
Jul 1, 2025 6:00 PM;Jul 1, 2025 6:15 PM;39.00;775.75;67.00;267.00;0.00;0.00;242.50;351.00;30.50
Jul 1, 2025 6:15 PM;Jul 1, 2025 6:30 PM;39.00;831.00;61.00;216.00;0.00;0.00;263.25;377.00;30.50
Jul 1, 2025 6:30 PM;Jul 1, 2025 6:45 PM;39.00;870.00;53.00;168.00;0.00;0.00;294.00;374.00;30.50
Jul 1, 2025 6:45 PM;Jul 1, 2025 7:00 PM;39.00;881.25;47.00;124.00;0.00;0.00;300.25;415.50;30.50
Jul 1, 2025 7:00 PM;Jul 1, 2025 7:15 PM;38.00;918.75;44.00;88.00;0.00;0.00;291.50;476.00;30.50
Jul 1, 2025 7:15 PM;Jul 1, 2025 7:30 PM;38.00;937.50;41.00;62.00;0.00;0.00;278.75;481.50;30.50
Jul 1, 2025 7:30 PM;Jul 1, 2025 7:45 PM;38.00;940.00;37.00;47.00;0.00;0.00;276.25;508.75;30.50
Jul 1, 2025 7:45 PM;Jul 1, 2025 8:00 PM;38.00;940.50;35.00;35.00;0.00;0.00;275.25;561.50;30.50
Jul 1, 2025 8:00 PM;Jul 1, 2025 8:15 PM;38.00;941.75;35.00;25.00;0.00;0.00;289.50;572.25;30.50
Jul 1, 2025 8:15 PM;Jul 1, 2025 8:30 PM;38.00;951.50;36.00;16.00;0.00;0.00;297.00;590.50;30.50
Jul 1, 2025 8:30 PM;Jul 1, 2025 8:45 PM;38.00;952.25;40.00;9.00;0.00;0.00;299.00;592.50;30.50
Jul 1, 2025 8:45 PM;Jul 1, 2025 9:00 PM;38.00;954.00;45.00;3.00;0.00;0.00;299.00;591.75;30.50
Jul 1, 2025 9:00 PM;Jul 1, 2025 9:15 PM;38.00;937.25;48.00;0.00;0.00;0.00;300.50;568.50;30.50
Jul 1, 2025 9:15 PM;Jul 1, 2025 9:30 PM;38.00;933.50;50.00;0.00;0.00;0.00;301.75;550.50;30.50
Jul 1, 2025 9:30 PM;Jul 1, 2025 9:45 PM;38.00;928.75;49.00;0.00;0.00;0.00;303.00;543.50;30.50
Jul 1, 2025 9:45 PM;Jul 1, 2025 10:00 PM;38.00;915.75;52.00;0.00;0.00;0.00;303.00;514.75;30.50
Jul 1, 2025 10:00 PM;Jul 1, 2025 10:15 PM;38.00;909.50;53.00;0.00;0.00;0.00;305.75;504.00;30.50
Jul 1, 2025 10:15 PM;Jul 1, 2025 10:30 PM;38.00;910.00;52.00;0.00;0.00;0.00;299.25;515.25;30.50
Jul 1, 2025 10:30 PM;Jul 1, 2025 10:45 PM;38.00;903.50;51.00;0.00;0.00;0.00;297.50;497.25;30.50
Jul 1, 2025 10:45 PM;Jul 1, 2025 11:00 PM;38.00;889.00;45.00;0.00;0.00;0.00;297.25;486.75;30.50
Jul 1, 2025 11:00 PM;Jul 1, 2025 11:15 PM;38.00;867.00;40.00;0.00;0.00;0.00;300.25;397.00;30.50
Jul 1, 2025 11:15 PM;Jul 1, 2025 11:30 PM;38.00;861.00;38.00;0.00;0.00;0.00;294.75;371.25;30.50
Jul 1, 2025 11:30 PM;Jul 1, 2025 11:45 PM;38.00;857.75;34.00;0.00;0.00;0.00;268.00;349.25;30.50
Jul 1, 2025 11:45 PM;Jul 2, 2025 12:00 AM;38.00;832.50;26.00;0.00;0.00;0.00;232.00;369.75;30.50
Jul 2, 2025 12:00 AM;Jul 2, 2025 12:15 AM;38.00;806.50;20.00;0.00;0.00;0.00;191.75;398.75;30.50
Jul 2, 2025 12:15 AM;Jul 2, 2025 12:30 AM;38.00;803.50;14.00;0.00;0.00;0.00;128.50;434.00;30.50
Jul 2, 2025 12:30 AM;Jul 2, 2025 12:45 AM;38.00;814.75;13.00;0.00;0.00;0.00;88.25;438.75;30.50
Jul 2, 2025 12:45 AM;Jul 2, 2025 1:00 AM;38.00;796.75;13.00;0.00;0.00;0.00;104.00;397.25;30.50
Jul 2, 2025 1:00 AM;Jul 2, 2025 1:15 AM;38.00;782.75;19.00;0.00;0.00;0.00;133.25;185.50;30.50
