Start date;End date;Photovoltaics and wind [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions
Jan 8, 2025 7:30 PM;Jan 8, 2025 7:45 PM;30.00;30.00;0.00
Jan 8, 2025 7:45 PM;Jan 8, 2025 8:00 PM;32.00;32.00;0.00
Jan 8, 2025 8:00 PM;Jan 8, 2025 8:15 PM;37.00;37.00;0.00
Jan 8, 2025 8:15 PM;Jan 8, 2025 8:30 PM;46.00;46.00;0.00
Jan 8, 2025 8:30 PM;Jan 8, 2025 8:45 PM;55.00;55.00;0.00
Jan 8, 2025 8:45 PM;Jan 8, 2025 9:00 PM;64.00;64.00;0.00
Jan 8, 2025 9:00 PM;Jan 8, 2025 9:15 PM;76.00;76.00;0.00
Jan 8, 2025 9:15 PM;Jan 8, 2025 9:30 PM;93.00;93.00;0.00
Jan 8, 2025 9:30 PM;Jan 8, 2025 9:45 PM;109.00;109.00;0.00
Jan 8, 2025 9:45 PM;Jan 8, 2025 10:00 PM;126.00;126.00;0.00
Jan 8, 2025 10:00 PM;Jan 8, 2025 10:15 PM;145.00;145.00;0.00
Jan 8, 2025 10:15 PM;Jan 8, 2025 10:30 PM;169.00;169.00;0.00
Jan 8, 2025 10:30 PM;Jan 8, 2025 10:45 PM;193.00;193.00;0.00
Jan 8, 2025 10:45 PM;Jan 8, 2025 11:00 PM;217.00;217.00;0.00
Jan 8, 2025 11:00 PM;Jan 8, 2025 11:15 PM;241.00;241.00;0.00
Jan 8, 2025 11:15 PM;Jan 8, 2025 11:30 PM;264.00;264.00;0.00
Jan 8, 2025 11:30 PM;Jan 8, 2025 11:45 PM;286.00;286.00;0.00
Jan 8, 2025 11:45 PM;Jan 9, 2025 12:00 AM;309.00;309.00;0.00
Jan 9, 2025 12:00 AM;Jan 9, 2025 12:15 AM;347.00;347.00;0.00
Jan 9, 2025 12:15 AM;Jan 9, 2025 12:30 AM;359.00;359.00;0.00
Jan 9, 2025 12:30 AM;Jan 9, 2025 12:45 AM;402.00;402.00;0.00
Jan 9, 2025 12:45 AM;Jan 9, 2025 1:00 AM;420.00;420.00;0.00
Jan 9, 2025 1:00 AM;Jan 9, 2025 1:15 AM;432.00;432.00;0.00
Jan 9, 2025 1:15 AM;Jan 9, 2025 1:30 AM;435.00;435.00;0.00
Jan 9, 2025 1:30 AM;Jan 9, 2025 1:45 AM;467.00;467.00;0.00
Jan 9, 2025 1:45 AM;Jan 9, 2025 2:00 AM;470.00;470.00;0.00
Jan 9, 2025 2:00 AM;Jan 9, 2025 2:15 AM;471.00;471.00;0.00
Jan 9, 2025 2:15 AM;Jan 9, 2025 2:30 AM;469.00;469.00;0.00
Jan 9, 2025 2:30 AM;Jan 9, 2025 2:45 AM;451.00;451.00;0.00
Jan 9, 2025 2:45 AM;Jan 9, 2025 3:00 AM;454.00;454.00;0.00
Jan 9, 2025 3:00 AM;Jan 9, 2025 3:15 AM;456.00;456.00;0.00
Jan 9, 2025 3:15 AM;Jan 9, 2025 3:30 AM;457.00;457.00;0.00
Jan 9, 2025 3:30 AM;Jan 9, 2025 3:45 AM;503.00;503.00;0.00
Jan 9, 2025 3:45 AM;Jan 9, 2025 4:00 AM;504.00;504.00;0.00
Jan 9, 2025 4:00 AM;Jan 9, 2025 4:15 AM;496.00;496.00;0.00
Jan 9, 2025 4:15 AM;Jan 9, 2025 4:30 AM;474.00;474.00;0.00
Jan 9, 2025 4:30 AM;Jan 9, 2025 4:45 AM;425.00;425.00;0.00
Jan 9, 2025 4:45 AM;Jan 9, 2025 5:00 AM;413.00;413.00;0.00
Jan 9, 2025 5:00 AM;Jan 9, 2025 5:15 AM;392.00;392.00;0.00
Jan 9, 2025 5:15 AM;Jan 9, 2025 5:30 AM;361.00;361.00;0.00
Jan 9, 2025 5:30 AM;Jan 9, 2025 5:45 AM;329.00;329.00;0.00
Jan 9, 2025 5:45 AM;Jan 9, 2025 6:00 AM;300.00;300.00;0.00
Jan 9, 2025 6:00 AM;Jan 9, 2025 6:15 AM;276.00;276.00;0.00
Jan 9, 2025 6:15 AM;Jan 9, 2025 6:30 AM;258.00;258.00;0.00
Jan 9, 2025 6:30 AM;Jan 9, 2025 6:45 AM;239.00;239.00;0.00
Jan 9, 2025 6:45 AM;Jan 9, 2025 7:00 AM;222.00;222.00;0.00
Jan 9, 2025 7:00 AM;Jan 9, 2025 7:15 AM;202.00;202.00;0.00
Jan 9, 2025 7:15 AM;Jan 9, 2025 7:30 AM;182.00;182.00;0.00
Jan 9, 2025 7:30 AM;Jan 9, 2025 7:45 AM;162.00;162.00;0.00
Jan 9, 2025 7:45 AM;Jan 9, 2025 8:00 AM;151.00;142.00;9.00
Jan 9, 2025 8:00 AM;Jan 9, 2025 8:15 AM;143.00;126.00;17.00
Jan 9, 2025 8:15 AM;Jan 9, 2025 8:30 AM;139.00;114.00;25.00
Jan 9, 2025 8:30 AM;Jan 9, 2025 8:45 AM;135.00;102.00;33.00
Jan 9, 2025 8:45 AM;Jan 9, 2025 9:00 AM;131.00;90.00;41.00
Jan 9, 2025 9:00 AM;Jan 9, 2025 9:15 AM;172.00;82.00;90.00
Jan 9, 2025 9:15 AM;Jan 9, 2025 9:30 AM;163.00;78.00;85.00
Jan 9, 2025 9:30 AM;Jan 9, 2025 9:45 AM;168.00;74.00;94.00
Jan 9, 2025 9:45 AM;Jan 9, 2025 10:00 AM;177.00;70.00;107.00
Jan 9, 2025 10:00 AM;Jan 9, 2025 10:15 AM;193.00;71.00;122.00
Jan 9, 2025 10:15 AM;Jan 9, 2025 10:30 AM;214.00;78.00;136.00
Jan 9, 2025 10:30 AM;Jan 9, 2025 10:45 AM;234.00;84.00;150.00
Jan 9, 2025 10:45 AM;Jan 9, 2025 11:00 AM;252.00;91.00;161.00
Jan 9, 2025 11:00 AM;Jan 9, 2025 11:15 AM;274.00;97.00;177.00
Jan 9, 2025 11:15 AM;Jan 9, 2025 11:30 AM;296.00;103.00;193.00
Jan 9, 2025 11:30 AM;Jan 9, 2025 11:45 AM;312.00;110.00;202.00
Jan 9, 2025 11:45 AM;Jan 9, 2025 12:00 PM;322.00;117.00;205.00
Jan 9, 2025 12:00 PM;Jan 9, 2025 12:15 PM;337.00;127.00;210.00
Jan 9, 2025 12:15 PM;Jan 9, 2025 12:30 PM;361.00;142.00;219.00
Jan 9, 2025 12:30 PM;Jan 9, 2025 12:45 PM;375.00;156.00;219.00
Jan 9, 2025 12:45 PM;Jan 9, 2025 1:00 PM;381.00;171.00;210.00
Jan 9, 2025 1:00 PM;Jan 9, 2025 1:15 PM;399.00;194.00;205.00
Jan 9, 2025 1:15 PM;Jan 9, 2025 1:30 PM;429.00;226.00;203.00
Jan 9, 2025 1:30 PM;Jan 9, 2025 1:45 PM;450.00;257.00;193.00
Jan 9, 2025 1:45 PM;Jan 9, 2025 2:00 PM;462.00;289.00;173.00
Jan 9, 2025 2:00 PM;Jan 9, 2025 2:15 PM;477.00;325.00;152.00
Jan 9, 2025 2:15 PM;Jan 9, 2025 2:30 PM;504.00;368.00;136.00
Jan 9, 2025 2:30 PM;Jan 9, 2025 2:45 PM;527.00;410.00;117.00
Jan 9, 2025 2:45 PM;Jan 9, 2025 3:00 PM;551.00;453.00;98.00
Jan 9, 2025 3:00 PM;Jan 9, 2025 3:15 PM;567.00;490.00;77.00
Jan 9, 2025 3:15 PM;Jan 9, 2025 3:30 PM;583.00;520.00;63.00
Jan 9, 2025 3:30 PM;Jan 9, 2025 3:45 PM;604.00;550.00;54.00
Jan 9, 2025 3:45 PM;Jan 9, 2025 4:00 PM;625.00;579.00;46.00
Jan 9, 2025 4:00 PM;Jan 9, 2025 4:15 PM;640.00;603.00;37.00
Jan 9, 2025 4:15 PM;Jan 9, 2025 4:30 PM;638.00;618.00;20.00
Jan 9, 2025 4:30 PM;Jan 9, 2025 4:45 PM;640.00;633.00;7.00
Jan 9, 2025 4:45 PM;Jan 9, 2025 5:00 PM;648.00;648.00;0.00
Jan 9, 2025 5:00 PM;Jan 9, 2025 5:15 PM;660.00;660.00;0.00
Jan 9, 2025 5:15 PM;Jan 9, 2025 5:30 PM;671.00;671.00;0.00
Jan 9, 2025 5:30 PM;Jan 9, 2025 5:45 PM;682.00;682.00;0.00
Jan 9, 2025 5:45 PM;Jan 9, 2025 6:00 PM;692.00;692.00;0.00
Jan 9, 2025 6:00 PM;Jan 9, 2025 6:15 PM;698.00;698.00;0.00
Jan 9, 2025 6:15 PM;Jan 9, 2025 6:30 PM;693.00;693.00;0.00
Jan 9, 2025 6:30 PM;Jan 9, 2025 6:45 PM;689.00;689.00;0.00
Jan 9, 2025 6:45 PM;Jan 9, 2025 7:00 PM;685.00;685.00;0.00
Jan 9, 2025 7:00 PM;Jan 9, 2025 7:15 PM;680.00;680.00;0.00
Jan 9, 2025 7:15 PM;Jan 9, 2025 7:30 PM;670.00;670.00;0.00
Jan 9, 2025 7:30 PM;Jan 9, 2025 7:45 PM;660.00;660.00;0.00
Jan 9, 2025 7:45 PM;Jan 9, 2025 8:00 PM;650.00;650.00;0.00
Jan 9, 2025 8:00 PM;Jan 9, 2025 8:15 PM;634.00;634.00;0.00
Jan 9, 2025 8:15 PM;Jan 9, 2025 8:30 PM;608.00;608.00;0.00
Jan 9, 2025 8:30 PM;Jan 9, 2025 8:45 PM;582.00;582.00;0.00
Jan 9, 2025 8:45 PM;Jan 9, 2025 9:00 PM;555.00;555.00;0.00
Jan 9, 2025 9:00 PM;Jan 9, 2025 9:15 PM;529.00;529.00;0.00
Jan 9, 2025 9:15 PM;Jan 9, 2025 9:30 PM;505.00;505.00;0.00
Jan 9, 2025 9:30 PM;Jan 9, 2025 9:45 PM;481.00;481.00;0.00
Jan 9, 2025 9:45 PM;Jan 9, 2025 10:00 PM;458.00;458.00;0.00
Jan 9, 2025 10:00 PM;Jan 9, 2025 10:15 PM;458.00;458.00;0.00
Jan 9, 2025 10:15 PM;Jan 9, 2025 10:30 PM;495.00;495.00;0.00
Jan 9, 2025 10:30 PM;Jan 9, 2025 10:45 PM;531.00;531.00;0.00
Jan 9, 2025 10:45 PM;Jan 9, 2025 11:00 PM;567.00;567.00;0.00
Jan 9, 2025 11:00 PM;Jan 9, 2025 11:15 PM;609.00;609.00;0.00
Jan 9, 2025 11:15 PM;Jan 9, 2025 11:30 PM;660.00;660.00;0.00
Jan 9, 2025 11:30 PM;Jan 9, 2025 11:45 PM;710.00;710.00;0.00
Jan 9, 2025 11:45 PM;Jan 10, 2025 12:00 AM;761.00;761.00;0.00
Jan 10, 2025 12:00 AM;Jan 10, 2025 12:15 AM;850.00;850.00;0.00
Jan 10, 2025 12:15 AM;Jan 10, 2025 12:30 AM;841.00;841.00;0.00
Jan 10, 2025 12:30 AM;Jan 10, 2025 12:45 AM;830.00;830.00;0.00
Jan 10, 2025 12:45 AM;Jan 10, 2025 1:00 AM;819.00;819.00;0.00
Jan 10, 2025 1:00 AM;Jan 10, 2025 1:15 AM;813.00;813.00;0.00
Jan 10, 2025 1:15 AM;Jan 10, 2025 1:30 AM;825.00;825.00;0.00
Jan 10, 2025 1:30 AM;Jan 10, 2025 1:45 AM;837.00;837.00;0.00
Jan 10, 2025 1:45 AM;Jan 10, 2025 2:00 AM;847.00;847.00;0.00
Jan 10, 2025 2:00 AM;Jan 10, 2025 2:15 AM;856.00;856.00;0.00
Jan 10, 2025 2:15 AM;Jan 10, 2025 2:30 AM;860.00;860.00;0.00
Jan 10, 2025 2:30 AM;Jan 10, 2025 2:45 AM;864.00;864.00;0.00
Jan 10, 2025 2:45 AM;Jan 10, 2025 3:00 AM;868.00;868.00;0.00
Jan 10, 2025 3:00 AM;Jan 10, 2025 3:15 AM;869.00;869.00;0.00
Jan 10, 2025 3:15 AM;Jan 10, 2025 3:30 AM;868.00;868.00;0.00
Jan 10, 2025 3:30 AM;Jan 10, 2025 3:45 AM;868.00;868.00;0.00
Jan 10, 2025 3:45 AM;Jan 10, 2025 4:00 AM;867.00;867.00;0.00
Jan 10, 2025 4:00 AM;Jan 10, 2025 4:15 AM;862.00;862.00;0.00
Jan 10, 2025 4:15 AM;Jan 10, 2025 4:30 AM;854.00;854.00;0.00
Jan 10, 2025 4:30 AM;Jan 10, 2025 4:45 AM;845.00;845.00;0.00
Jan 10, 2025 4:45 AM;Jan 10, 2025 5:00 AM;837.00;837.00;0.00
Jan 10, 2025 5:00 AM;Jan 10, 2025 5:15 AM;826.00;826.00;0.00
Jan 10, 2025 5:15 AM;Jan 10, 2025 5:30 AM;809.00;809.00;0.00
Jan 10, 2025 5:30 AM;Jan 10, 2025 5:45 AM;795.00;795.00;0.00
Jan 10, 2025 5:45 AM;Jan 10, 2025 6:00 AM;779.00;779.00;0.00
Jan 10, 2025 6:00 AM;Jan 10, 2025 6:15 AM;766.00;766.00;0.00
Jan 10, 2025 6:15 AM;Jan 10, 2025 6:30 AM;759.00;759.00;0.00
Jan 10, 2025 6:30 AM;Jan 10, 2025 6:45 AM;752.00;752.00;0.00
Jan 10, 2025 6:45 AM;Jan 10, 2025 7:00 AM;745.00;745.00;0.00
Jan 10, 2025 7:00 AM;Jan 10, 2025 7:15 AM;740.00;740.00;0.00
Jan 10, 2025 7:15 AM;Jan 10, 2025 7:30 AM;737.00;737.00;0.00
Jan 10, 2025 7:30 AM;Jan 10, 2025 7:45 AM;735.00;735.00;0.00
Jan 10, 2025 7:45 AM;Jan 10, 2025 8:00 AM;742.00;732.00;10.00
Jan 10, 2025 8:00 AM;Jan 10, 2025 8:15 AM;752.00;730.00;22.00
Jan 10, 2025 8:15 AM;Jan 10, 2025 8:30 AM;768.00;730.00;38.00
Jan 10, 2025 8:30 AM;Jan 10, 2025 8:45 AM;784.00;729.00;55.00
Jan 10, 2025 8:45 AM;Jan 10, 2025 9:00 AM;802.00;728.00;74.00
Jan 10, 2025 9:00 AM;Jan 10, 2025 9:15 AM;878.00;731.00;147.00
Jan 10, 2025 9:15 AM;Jan 10, 2025 9:30 AM;934.00;739.00;195.00
Jan 10, 2025 9:30 AM;Jan 10, 2025 9:45 AM;953.00;748.00;205.00
Jan 10, 2025 9:45 AM;Jan 10, 2025 10:00 AM;976.00;756.00;220.00
Jan 10, 2025 10:00 AM;Jan 10, 2025 10:15 AM;1,008.00;766.00;242.00
Jan 10, 2025 10:15 AM;Jan 10, 2025 10:30 AM;1,047.00;779.00;268.00
Jan 10, 2025 10:30 AM;Jan 10, 2025 10:45 AM;1,080.00;793.00;287.00
Jan 10, 2025 10:45 AM;Jan 10, 2025 11:00 AM;1,103.00;806.00;297.00
Jan 10, 2025 11:00 AM;Jan 10, 2025 11:15 AM;1,129.00;815.00;314.00
Jan 10, 2025 11:15 AM;Jan 10, 2025 11:30 AM;1,149.00;815.00;334.00
Jan 10, 2025 11:30 AM;Jan 10, 2025 11:45 AM;1,157.00;815.00;342.00
Jan 10, 2025 11:45 AM;Jan 10, 2025 12:00 PM;1,152.00;815.00;337.00
Jan 10, 2025 12:00 PM;Jan 10, 2025 12:15 PM;1,150.00;813.00;337.00
Jan 10, 2025 12:15 PM;Jan 10, 2025 12:30 PM;1,149.00;805.00;344.00
Jan 10, 2025 12:30 PM;Jan 10, 2025 12:45 PM;1,134.00;797.00;337.00
Jan 10, 2025 12:45 PM;Jan 10, 2025 1:00 PM;1,107.00;789.00;318.00
Jan 10, 2025 1:00 PM;Jan 10, 2025 1:15 PM;1,081.00;778.00;303.00
Jan 10, 2025 1:15 PM;Jan 10, 2025 1:30 PM;1,057.00;764.00;293.00
Jan 10, 2025 1:30 PM;Jan 10, 2025 1:45 PM;1,023.00;750.00;273.00
Jan 10, 2025 1:45 PM;Jan 10, 2025 2:00 PM;979.00;735.00;244.00
Jan 10, 2025 2:00 PM;Jan 10, 2025 2:15 PM;929.00;716.00;213.00
Jan 10, 2025 2:15 PM;Jan 10, 2025 2:30 PM;880.00;692.00;188.00
Jan 10, 2025 2:30 PM;Jan 10, 2025 2:45 PM;828.00;668.00;160.00
Jan 10, 2025 2:45 PM;Jan 10, 2025 3:00 PM;777.00;644.00;133.00
Jan 10, 2025 3:00 PM;Jan 10, 2025 3:15 PM;723.00;619.00;104.00
Jan 10, 2025 3:15 PM;Jan 10, 2025 3:30 PM;678.00;596.00;82.00
Jan 10, 2025 3:30 PM;Jan 10, 2025 3:45 PM;641.00;573.00;68.00
Jan 10, 2025 3:45 PM;Jan 10, 2025 4:00 PM;606.00;551.00;55.00
Jan 10, 2025 4:00 PM;Jan 10, 2025 4:15 PM;575.00;532.00;43.00
Jan 10, 2025 4:15 PM;Jan 10, 2025 4:30 PM;543.00;519.00;24.00
Jan 10, 2025 4:30 PM;Jan 10, 2025 4:45 PM;510.00;505.00;5.00
Jan 10, 2025 4:45 PM;Jan 10, 2025 5:00 PM;492.00;492.00;0.00
Jan 10, 2025 5:00 PM;Jan 10, 2025 5:15 PM;479.00;479.00;0.00
Jan 10, 2025 5:15 PM;Jan 10, 2025 5:30 PM;468.00;468.00;0.00
Jan 10, 2025 5:30 PM;Jan 10, 2025 5:45 PM;457.00;457.00;0.00
Jan 10, 2025 5:45 PM;Jan 10, 2025 6:00 PM;446.00;446.00;0.00
Jan 10, 2025 6:00 PM;Jan 10, 2025 6:15 PM;436.00;436.00;0.00
Jan 10, 2025 6:15 PM;Jan 10, 2025 6:30 PM;425.00;425.00;0.00
Jan 10, 2025 6:30 PM;Jan 10, 2025 6:45 PM;413.00;413.00;0.00
Jan 10, 2025 6:45 PM;Jan 10, 2025 7:00 PM;402.00;402.00;0.00
Jan 10, 2025 7:00 PM;Jan 10, 2025 7:15 PM;393.00;393.00;0.00
Jan 10, 2025 7:15 PM;Jan 10, 2025 7:30 PM;386.00;386.00;0.00
Jan 10, 2025 7:30 PM;Jan 10, 2025 7:45 PM;379.00;379.00;0.00
Jan 10, 2025 7:45 PM;Jan 10, 2025 8:00 PM;371.00;371.00;0.00
Jan 10, 2025 8:00 PM;Jan 10, 2025 8:15 PM;365.00;365.00;0.00
Jan 10, 2025 8:15 PM;Jan 10, 2025 8:30 PM;359.00;359.00;0.00
Jan 10, 2025 8:30 PM;Jan 10, 2025 8:45 PM;354.00;354.00;0.00
Jan 10, 2025 8:45 PM;Jan 10, 2025 9:00 PM;348.00;348.00;0.00
Jan 10, 2025 9:00 PM;Jan 10, 2025 9:15 PM;342.00;342.00;0.00
Jan 10, 2025 9:15 PM;Jan 10, 2025 9:30 PM;336.00;336.00;0.00
Jan 10, 2025 9:30 PM;Jan 10, 2025 9:45 PM;331.00;331.00;0.00
Jan 10, 2025 9:45 PM;Jan 10, 2025 10:00 PM;325.00;325.00;0.00
Jan 10, 2025 10:00 PM;Jan 10, 2025 10:15 PM;320.00;320.00;0.00
Jan 10, 2025 10:15 PM;Jan 10, 2025 10:30 PM;315.00;315.00;0.00
Jan 10, 2025 10:30 PM;Jan 10, 2025 10:45 PM;310.00;310.00;0.00
Jan 10, 2025 10:45 PM;Jan 10, 2025 11:00 PM;306.00;306.00;0.00
Jan 10, 2025 11:00 PM;Jan 10, 2025 11:15 PM;302.00;302.00;0.00
Jan 10, 2025 11:15 PM;Jan 10, 2025 11:30 PM;300.00;300.00;0.00
Jan 10, 2025 11:30 PM;Jan 10, 2025 11:45 PM;299.00;299.00;0.00
Jan 10, 2025 11:45 PM;Jan 11, 2025 12:00 AM;297.00;297.00;0.00
Jan 11, 2025 12:00 AM;Jan 11, 2025 12:15 AM;273.00;273.00;0.00
Jan 11, 2025 12:15 AM;Jan 11, 2025 12:30 AM;271.00;271.00;0.00
Jan 11, 2025 12:30 AM;Jan 11, 2025 12:45 AM;274.00;274.00;0.00
Jan 11, 2025 12:45 AM;Jan 11, 2025 1:00 AM;274.00;274.00;0.00
Jan 11, 2025 1:00 AM;Jan 11, 2025 1:15 AM;277.00;277.00;0.00
Jan 11, 2025 1:15 AM;Jan 11, 2025 1:30 AM;283.00;283.00;0.00
Jan 11, 2025 1:30 AM;Jan 11, 2025 1:45 AM;276.00;276.00;0.00
Jan 11, 2025 1:45 AM;Jan 11, 2025 2:00 AM;284.00;284.00;0.00
Jan 11, 2025 2:00 AM;Jan 11, 2025 2:15 AM;298.00;298.00;0.00
Jan 11, 2025 2:15 AM;Jan 11, 2025 2:30 AM;314.00;314.00;0.00
Jan 11, 2025 2:30 AM;Jan 11, 2025 2:45 AM;328.00;328.00;0.00
Jan 11, 2025 2:45 AM;Jan 11, 2025 3:00 AM;343.00;343.00;0.00
Jan 11, 2025 3:00 AM;Jan 11, 2025 3:15 AM;356.00;356.00;0.00
Jan 11, 2025 3:15 AM;Jan 11, 2025 3:30 AM;366.00;366.00;0.00
Jan 11, 2025 3:30 AM;Jan 11, 2025 3:45 AM;377.00;377.00;0.00
Jan 11, 2025 3:45 AM;Jan 11, 2025 4:00 AM;387.00;387.00;0.00
Jan 11, 2025 4:00 AM;Jan 11, 2025 4:15 AM;400.00;400.00;0.00
Jan 11, 2025 4:15 AM;Jan 11, 2025 4:30 AM;411.00;411.00;0.00
Jan 11, 2025 4:30 AM;Jan 11, 2025 4:45 AM;422.00;422.00;0.00
Jan 11, 2025 4:45 AM;Jan 11, 2025 5:00 AM;434.00;434.00;0.00
Jan 11, 2025 5:00 AM;Jan 11, 2025 5:15 AM;444.00;444.00;0.00
Jan 11, 2025 5:15 AM;Jan 11, 2025 5:30 AM;449.00;449.00;0.00
Jan 11, 2025 5:30 AM;Jan 11, 2025 5:45 AM;463.00;463.00;0.00
Jan 11, 2025 5:45 AM;Jan 11, 2025 6:00 AM;468.00;468.00;0.00
Jan 11, 2025 6:00 AM;Jan 11, 2025 6:15 AM;470.00;470.00;0.00
Jan 11, 2025 6:15 AM;Jan 11, 2025 6:30 AM;468.00;468.00;0.00
Jan 11, 2025 6:30 AM;Jan 11, 2025 6:45 AM;467.00;467.00;0.00
Jan 11, 2025 6:45 AM;Jan 11, 2025 7:00 AM;466.00;466.00;0.00
Jan 11, 2025 7:00 AM;Jan 11, 2025 7:15 AM;464.00;464.00;0.00
Jan 11, 2025 7:15 AM;Jan 11, 2025 7:30 AM;462.00;462.00;0.00
Jan 11, 2025 7:30 AM;Jan 11, 2025 7:45 AM;461.00;461.00;0.00
Jan 11, 2025 7:45 AM;Jan 11, 2025 8:00 AM;472.00;459.00;13.00
Jan 11, 2025 8:00 AM;Jan 11, 2025 8:15 AM;488.00;458.00;30.00
Jan 11, 2025 8:15 AM;Jan 11, 2025 8:30 AM;504.00;456.00;48.00
Jan 11, 2025 8:30 AM;Jan 11, 2025 8:45 AM;523.00;455.00;68.00
Jan 11, 2025 8:45 AM;Jan 11, 2025 9:00 AM;544.00;454.00;90.00
Jan 11, 2025 9:00 AM;Jan 11, 2025 9:15 AM;624.00;453.00;171.00
Jan 11, 2025 9:15 AM;Jan 11, 2025 9:30 AM;697.00;452.00;245.00
Jan 11, 2025 9:30 AM;Jan 11, 2025 9:45 AM;702.00;450.00;252.00
Jan 11, 2025 9:45 AM;Jan 11, 2025 10:00 AM;712.00;449.00;263.00
Jan 11, 2025 10:00 AM;Jan 11, 2025 10:15 AM;740.00;455.00;285.00
Jan 11, 2025 10:15 AM;Jan 11, 2025 10:30 AM;784.00;472.00;312.00
Jan 11, 2025 10:30 AM;Jan 11, 2025 10:45 AM;820.00;490.00;330.00
Jan 11, 2025 10:45 AM;Jan 11, 2025 11:00 AM;845.00;508.00;337.00
Jan 11, 2025 11:00 AM;Jan 11, 2025 11:15 AM;880.00;528.00;352.00
Jan 11, 2025 11:15 AM;Jan 11, 2025 11:30 AM;924.00;553.00;371.00
Jan 11, 2025 11:30 AM;Jan 11, 2025 11:45 AM;956.00;578.00;378.00
Jan 11, 2025 11:45 AM;Jan 11, 2025 12:00 PM;975.00;603.00;372.00
Jan 11, 2025 12:00 PM;Jan 11, 2025 12:15 PM;993.00;621.00;372.00
Jan 11, 2025 12:15 PM;Jan 11, 2025 12:30 PM;1,004.00;627.00;377.00
Jan 11, 2025 12:30 PM;Jan 11, 2025 12:45 PM;1,002.00;632.00;370.00
Jan 11, 2025 12:45 PM;Jan 11, 2025 1:00 PM;989.00;637.00;352.00
Jan 11, 2025 1:00 PM;Jan 11, 2025 1:15 PM;979.00;641.00;338.00
Jan 11, 2025 1:15 PM;Jan 11, 2025 1:30 PM;970.00;642.00;328.00
Jan 11, 2025 1:30 PM;Jan 11, 2025 1:45 PM;952.00;644.00;308.00
Jan 11, 2025 1:45 PM;Jan 11, 2025 2:00 PM;924.00;645.00;279.00
Jan 11, 2025 2:00 PM;Jan 11, 2025 2:15 PM;892.00;646.00;246.00
Jan 11, 2025 2:15 PM;Jan 11, 2025 2:30 PM;865.00;647.00;218.00
Jan 11, 2025 2:30 PM;Jan 11, 2025 2:45 PM;836.00;649.00;187.00
Jan 11, 2025 2:45 PM;Jan 11, 2025 3:00 PM;805.00;650.00;155.00
Jan 11, 2025 3:00 PM;Jan 11, 2025 3:15 PM;773.00;651.00;122.00
Jan 11, 2025 3:15 PM;Jan 11, 2025 3:30 PM;753.00;656.00;97.00
Jan 11, 2025 3:30 PM;Jan 11, 2025 3:45 PM;741.00;661.00;80.00
Jan 11, 2025 3:45 PM;Jan 11, 2025 4:00 PM;731.00;666.00;65.00
Jan 11, 2025 4:00 PM;Jan 11, 2025 4:15 PM;724.00;672.00;52.00
Jan 11, 2025 4:15 PM;Jan 11, 2025 4:30 PM;710.00;678.00;32.00
Jan 11, 2025 4:30 PM;Jan 11, 2025 4:45 PM;697.00;684.00;13.00
Jan 11, 2025 4:45 PM;Jan 11, 2025 5:00 PM;690.00;690.00;0.00
Jan 11, 2025 5:00 PM;Jan 11, 2025 5:15 PM;695.00;695.00;0.00
Jan 11, 2025 5:15 PM;Jan 11, 2025 5:30 PM;698.00;698.00;0.00
Jan 11, 2025 5:30 PM;Jan 11, 2025 5:45 PM;701.00;701.00;0.00
Jan 11, 2025 5:45 PM;Jan 11, 2025 6:00 PM;705.00;705.00;0.00
Jan 11, 2025 6:00 PM;Jan 11, 2025 6:15 PM;709.00;709.00;0.00
Jan 11, 2025 6:15 PM;Jan 11, 2025 6:30 PM;715.00;715.00;0.00
Jan 11, 2025 6:30 PM;Jan 11, 2025 6:45 PM;721.00;721.00;0.00
Jan 11, 2025 6:45 PM;Jan 11, 2025 7:00 PM;728.00;728.00;0.00
Jan 11, 2025 7:00 PM;Jan 11, 2025 7:15 PM;735.00;735.00;0.00
Jan 11, 2025 7:15 PM;Jan 11, 2025 7:30 PM;744.00;744.00;0.00
Jan 11, 2025 7:30 PM;Jan 11, 2025 7:45 PM;753.00;753.00;0.00
Jan 11, 2025 7:45 PM;Jan 11, 2025 8:00 PM;762.00;762.00;0.00
Jan 11, 2025 8:00 PM;Jan 11, 2025 8:15 PM;771.00;771.00;0.00
Jan 11, 2025 8:15 PM;Jan 11, 2025 8:30 PM;779.00;779.00;0.00
Jan 11, 2025 8:30 PM;Jan 11, 2025 8:45 PM;788.00;788.00;0.00
Jan 11, 2025 8:45 PM;Jan 11, 2025 9:00 PM;796.00;796.00;0.00
Jan 11, 2025 9:00 PM;Jan 11, 2025 9:15 PM;803.00;803.00;0.00
Jan 11, 2025 9:15 PM;Jan 11, 2025 9:30 PM;807.00;807.00;0.00
Jan 11, 2025 9:30 PM;Jan 11, 2025 9:45 PM;812.00;812.00;0.00
Jan 11, 2025 9:45 PM;Jan 11, 2025 10:00 PM;816.00;816.00;0.00
Jan 11, 2025 10:00 PM;Jan 11, 2025 10:15 PM;819.00;819.00;0.00
Jan 11, 2025 10:15 PM;Jan 11, 2025 10:30 PM;821.00;821.00;0.00
Jan 11, 2025 10:30 PM;Jan 11, 2025 10:45 PM;823.00;823.00;0.00
Jan 11, 2025 10:45 PM;Jan 11, 2025 11:00 PM;825.00;825.00;0.00
