Start date;End date;Photovoltaics and wind [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions
Jan 16, 2025 1:45 PM;Jan 16, 2025 2:00 PM;198.00;13.00;185.00
Jan 16, 2025 2:00 PM;Jan 16, 2025 2:15 PM;181.00;13.00;168.00
Jan 16, 2025 2:15 PM;Jan 16, 2025 2:30 PM;164.00;12.00;152.00
Jan 16, 2025 2:30 PM;Jan 16, 2025 2:45 PM;144.00;12.00;132.00
Jan 16, 2025 2:45 PM;Jan 16, 2025 3:00 PM;123.00;12.00;111.00
Jan 16, 2025 3:00 PM;Jan 16, 2025 3:15 PM;100.00;11.00;89.00
Jan 16, 2025 3:15 PM;Jan 16, 2025 3:30 PM;83.00;11.00;72.00
Jan 16, 2025 3:30 PM;Jan 16, 2025 3:45 PM;71.00;11.00;60.00
Jan 16, 2025 3:45 PM;Jan 16, 2025 4:00 PM;59.00;11.00;48.00
Jan 16, 2025 4:00 PM;Jan 16, 2025 4:15 PM;50.00;11.00;39.00
Jan 16, 2025 4:15 PM;Jan 16, 2025 4:30 PM;42.00;11.00;31.00
Jan 16, 2025 4:30 PM;Jan 16, 2025 4:45 PM;26.00;11.00;15.00
Jan 16, 2025 4:45 PM;Jan 16, 2025 5:00 PM;13.00;11.00;2.00
Jan 16, 2025 5:00 PM;Jan 16, 2025 5:15 PM;12.00;12.00;0.00
Jan 16, 2025 5:15 PM;Jan 16, 2025 5:30 PM;12.00;12.00;0.00
Jan 16, 2025 5:30 PM;Jan 16, 2025 5:45 PM;12.00;12.00;0.00
Jan 16, 2025 5:45 PM;Jan 16, 2025 6:00 PM;12.00;12.00;0.00
Jan 16, 2025 6:00 PM;Jan 16, 2025 6:15 PM;13.00;13.00;0.00
Jan 16, 2025 6:15 PM;Jan 16, 2025 6:30 PM;13.00;13.00;0.00
Jan 16, 2025 6:30 PM;Jan 16, 2025 6:45 PM;13.00;13.00;0.00
Jan 16, 2025 6:45 PM;Jan 16, 2025 7:00 PM;14.00;14.00;0.00
Jan 16, 2025 7:00 PM;Jan 16, 2025 7:15 PM;14.00;14.00;0.00
Jan 16, 2025 7:15 PM;Jan 16, 2025 7:30 PM;14.00;14.00;0.00
Jan 16, 2025 7:30 PM;Jan 16, 2025 7:45 PM;14.00;14.00;0.00
Jan 16, 2025 7:45 PM;Jan 16, 2025 8:00 PM;15.00;15.00;0.00
Jan 16, 2025 8:00 PM;Jan 16, 2025 8:15 PM;15.00;15.00;0.00
Jan 16, 2025 8:15 PM;Jan 16, 2025 8:30 PM;15.00;15.00;0.00
Jan 16, 2025 8:30 PM;Jan 16, 2025 8:45 PM;16.00;16.00;0.00
Jan 16, 2025 8:45 PM;Jan 16, 2025 9:00 PM;16.00;16.00;0.00
Jan 16, 2025 9:00 PM;Jan 16, 2025 9:15 PM;17.00;17.00;0.00
Jan 16, 2025 9:15 PM;Jan 16, 2025 9:30 PM;18.00;18.00;0.00
Jan 16, 2025 9:30 PM;Jan 16, 2025 9:45 PM;19.00;19.00;0.00
Jan 16, 2025 9:45 PM;Jan 16, 2025 10:00 PM;20.00;20.00;0.00
Jan 16, 2025 10:00 PM;Jan 16, 2025 10:15 PM;21.00;21.00;0.00
Jan 16, 2025 10:15 PM;Jan 16, 2025 10:30 PM;22.00;22.00;0.00
Jan 16, 2025 10:30 PM;Jan 16, 2025 10:45 PM;22.00;22.00;0.00
Jan 16, 2025 10:45 PM;Jan 16, 2025 11:00 PM;23.00;23.00;0.00
Jan 16, 2025 11:00 PM;Jan 16, 2025 11:15 PM;24.00;24.00;0.00
Jan 16, 2025 11:15 PM;Jan 16, 2025 11:30 PM;25.00;25.00;0.00
Jan 16, 2025 11:30 PM;Jan 16, 2025 11:45 PM;26.00;26.00;0.00
Jan 16, 2025 11:45 PM;Jan 17, 2025 12:00 AM;27.00;27.00;0.00
Jan 17, 2025 12:00 AM;Jan 17, 2025 12:15 AM;25.00;25.00;0.00
Jan 17, 2025 12:15 AM;Jan 17, 2025 12:30 AM;26.00;26.00;0.00
Jan 17, 2025 12:30 AM;Jan 17, 2025 12:45 AM;24.00;24.00;0.00
Jan 17, 2025 12:45 AM;Jan 17, 2025 1:00 AM;26.00;26.00;0.00
Jan 17, 2025 1:00 AM;Jan 17, 2025 1:15 AM;27.00;27.00;0.00
Jan 17, 2025 1:15 AM;Jan 17, 2025 1:30 AM;29.00;29.00;0.00
Jan 17, 2025 1:30 AM;Jan 17, 2025 1:45 AM;30.00;30.00;0.00
Jan 17, 2025 1:45 AM;Jan 17, 2025 2:00 AM;32.00;32.00;0.00
Jan 17, 2025 2:00 AM;Jan 17, 2025 2:15 AM;34.00;34.00;0.00
Jan 17, 2025 2:15 AM;Jan 17, 2025 2:30 AM;35.00;35.00;0.00
Jan 17, 2025 2:30 AM;Jan 17, 2025 2:45 AM;36.00;36.00;0.00
Jan 17, 2025 2:45 AM;Jan 17, 2025 3:00 AM;38.00;38.00;0.00
Jan 17, 2025 3:00 AM;Jan 17, 2025 3:15 AM;39.00;39.00;0.00
Jan 17, 2025 3:15 AM;Jan 17, 2025 3:30 AM;40.00;40.00;0.00
Jan 17, 2025 3:30 AM;Jan 17, 2025 3:45 AM;41.00;41.00;0.00
Jan 17, 2025 3:45 AM;Jan 17, 2025 4:00 AM;43.00;43.00;0.00
Jan 17, 2025 4:00 AM;Jan 17, 2025 4:15 AM;44.00;44.00;0.00
Jan 17, 2025 4:15 AM;Jan 17, 2025 4:30 AM;46.00;46.00;0.00
Jan 17, 2025 4:30 AM;Jan 17, 2025 4:45 AM;48.00;48.00;0.00
Jan 17, 2025 4:45 AM;Jan 17, 2025 5:00 AM;50.00;50.00;0.00
Jan 17, 2025 5:00 AM;Jan 17, 2025 5:15 AM;52.00;52.00;0.00
Jan 17, 2025 5:15 AM;Jan 17, 2025 5:30 AM;54.00;54.00;0.00
Jan 17, 2025 5:30 AM;Jan 17, 2025 5:45 AM;56.00;56.00;0.00
Jan 17, 2025 5:45 AM;Jan 17, 2025 6:00 AM;58.00;58.00;0.00
Jan 17, 2025 6:00 AM;Jan 17, 2025 6:15 AM;59.00;59.00;0.00
Jan 17, 2025 6:15 AM;Jan 17, 2025 6:30 AM;60.00;60.00;0.00
Jan 17, 2025 6:30 AM;Jan 17, 2025 6:45 AM;61.00;61.00;0.00
Jan 17, 2025 6:45 AM;Jan 17, 2025 7:00 AM;61.00;61.00;0.00
Jan 17, 2025 7:00 AM;Jan 17, 2025 7:15 AM;62.00;62.00;0.00
Jan 17, 2025 7:15 AM;Jan 17, 2025 7:30 AM;62.00;62.00;0.00
Jan 17, 2025 7:30 AM;Jan 17, 2025 7:45 AM;62.00;62.00;0.00
Jan 17, 2025 7:45 AM;Jan 17, 2025 8:00 AM;70.00;62.00;8.00
Jan 17, 2025 8:00 AM;Jan 17, 2025 8:15 AM;80.00;61.00;19.00
Jan 17, 2025 8:15 AM;Jan 17, 2025 8:30 AM;91.00;60.00;31.00
Jan 17, 2025 8:30 AM;Jan 17, 2025 8:45 AM;103.00;58.00;45.00
Jan 17, 2025 8:45 AM;Jan 17, 2025 9:00 AM;117.00;57.00;60.00
Jan 17, 2025 9:00 AM;Jan 17, 2025 9:15 AM;203.00;55.00;148.00
Jan 17, 2025 9:15 AM;Jan 17, 2025 9:30 AM;196.00;53.00;143.00
Jan 17, 2025 9:30 AM;Jan 17, 2025 9:45 AM;204.00;51.00;153.00
Jan 17, 2025 9:45 AM;Jan 17, 2025 10:00 AM;214.00;49.00;165.00
Jan 17, 2025 10:00 AM;Jan 17, 2025 10:15 AM;230.00;48.00;182.00
Jan 17, 2025 10:15 AM;Jan 17, 2025 10:30 AM;248.00;48.00;200.00
Jan 17, 2025 10:30 AM;Jan 17, 2025 10:45 AM;263.00;48.00;215.00
Jan 17, 2025 10:45 AM;Jan 17, 2025 11:00 AM;273.00;48.00;225.00
Jan 17, 2025 11:00 AM;Jan 17, 2025 11:15 AM;288.00;48.00;240.00
Jan 17, 2025 11:15 AM;Jan 17, 2025 11:30 AM;306.00;49.00;257.00
Jan 17, 2025 11:30 AM;Jan 17, 2025 11:45 AM;316.00;50.00;266.00
Jan 17, 2025 11:45 AM;Jan 17, 2025 12:00 PM;318.00;50.00;268.00
Jan 17, 2025 12:00 PM;Jan 17, 2025 12:15 PM;323.00;51.00;272.00
Jan 17, 2025 12:15 PM;Jan 17, 2025 12:30 PM;332.00;52.00;280.00
Jan 17, 2025 12:30 PM;Jan 17, 2025 12:45 PM;332.00;53.00;279.00
Jan 17, 2025 12:45 PM;Jan 17, 2025 1:00 PM;323.00;54.00;269.00
Jan 17, 2025 1:00 PM;Jan 17, 2025 1:15 PM;317.00;55.00;262.00
Jan 17, 2025 1:15 PM;Jan 17, 2025 1:30 PM;313.00;55.00;258.00
Jan 17, 2025 1:30 PM;Jan 17, 2025 1:45 PM;301.00;55.00;246.00
Jan 17, 2025 1:45 PM;Jan 17, 2025 2:00 PM;280.00;55.00;225.00
Jan 17, 2025 2:00 PM;Jan 17, 2025 2:15 PM;259.00;55.00;204.00
Jan 17, 2025 2:15 PM;Jan 17, 2025 2:30 PM;240.00;55.00;185.00
Jan 17, 2025 2:30 PM;Jan 17, 2025 2:45 PM;217.00;55.00;162.00
Jan 17, 2025 2:45 PM;Jan 17, 2025 3:00 PM;192.00;55.00;137.00
Jan 17, 2025 3:00 PM;Jan 17, 2025 3:15 PM;166.00;55.00;111.00
Jan 17, 2025 3:15 PM;Jan 17, 2025 3:30 PM;146.00;56.00;90.00
Jan 17, 2025 3:30 PM;Jan 17, 2025 3:45 PM;132.00;57.00;75.00
Jan 17, 2025 3:45 PM;Jan 17, 2025 4:00 PM;118.00;57.00;61.00
Jan 17, 2025 4:00 PM;Jan 17, 2025 4:15 PM;106.00;58.00;48.00
Jan 17, 2025 4:15 PM;Jan 17, 2025 4:30 PM;99.00;60.00;39.00
Jan 17, 2025 4:30 PM;Jan 17, 2025 4:45 PM;80.00;62.00;18.00
Jan 17, 2025 4:45 PM;Jan 17, 2025 5:00 PM;65.00;63.00;2.00
Jan 17, 2025 5:00 PM;Jan 17, 2025 5:15 PM;65.00;65.00;0.00
Jan 17, 2025 5:15 PM;Jan 17, 2025 5:30 PM;66.00;66.00;0.00
Jan 17, 2025 5:30 PM;Jan 17, 2025 5:45 PM;67.00;67.00;0.00
Jan 17, 2025 5:45 PM;Jan 17, 2025 6:00 PM;68.00;68.00;0.00
Jan 17, 2025 6:00 PM;Jan 17, 2025 6:15 PM;69.00;69.00;0.00
Jan 17, 2025 6:15 PM;Jan 17, 2025 6:30 PM;71.00;71.00;0.00
Jan 17, 2025 6:30 PM;Jan 17, 2025 6:45 PM;73.00;73.00;0.00
Jan 17, 2025 6:45 PM;Jan 17, 2025 7:00 PM;74.00;74.00;0.00
Jan 17, 2025 7:00 PM;Jan 17, 2025 7:15 PM;75.00;75.00;0.00
Jan 17, 2025 7:15 PM;Jan 17, 2025 7:30 PM;74.00;74.00;0.00
Jan 17, 2025 7:30 PM;Jan 17, 2025 7:45 PM;74.00;74.00;0.00
Jan 17, 2025 7:45 PM;Jan 17, 2025 8:00 PM;73.00;73.00;0.00
Jan 17, 2025 8:00 PM;Jan 17, 2025 8:15 PM;72.00;72.00;0.00
Jan 17, 2025 8:15 PM;Jan 17, 2025 8:30 PM;70.00;70.00;0.00
Jan 17, 2025 8:30 PM;Jan 17, 2025 8:45 PM;67.00;67.00;0.00
Jan 17, 2025 8:45 PM;Jan 17, 2025 9:00 PM;65.00;65.00;0.00
Jan 17, 2025 9:00 PM;Jan 17, 2025 9:15 PM;63.00;63.00;0.00
Jan 17, 2025 9:15 PM;Jan 17, 2025 9:30 PM;61.00;61.00;0.00
Jan 17, 2025 9:30 PM;Jan 17, 2025 9:45 PM;59.00;59.00;0.00
Jan 17, 2025 9:45 PM;Jan 17, 2025 10:00 PM;58.00;58.00;0.00
Jan 17, 2025 10:00 PM;Jan 17, 2025 10:15 PM;56.00;56.00;0.00
Jan 17, 2025 10:15 PM;Jan 17, 2025 10:30 PM;55.00;55.00;0.00
Jan 17, 2025 10:30 PM;Jan 17, 2025 10:45 PM;53.00;53.00;0.00
Jan 17, 2025 10:45 PM;Jan 17, 2025 11:00 PM;52.00;52.00;0.00
Jan 17, 2025 11:00 PM;Jan 17, 2025 11:15 PM;51.00;51.00;0.00
Jan 17, 2025 11:15 PM;Jan 17, 2025 11:30 PM;50.00;50.00;0.00
Jan 17, 2025 11:30 PM;Jan 17, 2025 11:45 PM;50.00;50.00;0.00
Jan 17, 2025 11:45 PM;Jan 18, 2025 12:00 AM;49.00;49.00;0.00
Jan 18, 2025 12:00 AM;Jan 18, 2025 12:15 AM;65.00;65.00;0.00
Jan 18, 2025 12:15 AM;Jan 18, 2025 12:30 AM;62.00;62.00;0.00
Jan 18, 2025 12:30 AM;Jan 18, 2025 12:45 AM;56.00;56.00;0.00
Jan 18, 2025 12:45 AM;Jan 18, 2025 1:00 AM;53.00;53.00;0.00
Jan 18, 2025 1:00 AM;Jan 18, 2025 1:15 AM;51.00;51.00;0.00
Jan 18, 2025 1:15 AM;Jan 18, 2025 1:30 AM;48.00;48.00;0.00
Jan 18, 2025 1:30 AM;Jan 18, 2025 1:45 AM;47.00;47.00;0.00
Jan 18, 2025 1:45 AM;Jan 18, 2025 2:00 AM;46.00;46.00;0.00
Jan 18, 2025 2:00 AM;Jan 18, 2025 2:15 AM;45.00;45.00;0.00
Jan 18, 2025 2:15 AM;Jan 18, 2025 2:30 AM;45.00;45.00;0.00
Jan 18, 2025 2:30 AM;Jan 18, 2025 2:45 AM;44.00;44.00;0.00
Jan 18, 2025 2:45 AM;Jan 18, 2025 3:00 AM;43.00;43.00;0.00
Jan 18, 2025 3:00 AM;Jan 18, 2025 3:15 AM;42.00;42.00;0.00
Jan 18, 2025 3:15 AM;Jan 18, 2025 3:30 AM;42.00;42.00;0.00
Jan 18, 2025 3:30 AM;Jan 18, 2025 3:45 AM;41.00;41.00;0.00
Jan 18, 2025 3:45 AM;Jan 18, 2025 4:00 AM;40.00;40.00;0.00
Jan 18, 2025 4:00 AM;Jan 18, 2025 4:15 AM;39.00;39.00;0.00
Jan 18, 2025 4:15 AM;Jan 18, 2025 4:30 AM;38.00;38.00;0.00
Jan 18, 2025 4:30 AM;Jan 18, 2025 4:45 AM;36.00;36.00;0.00
Jan 18, 2025 4:45 AM;Jan 18, 2025 5:00 AM;35.00;35.00;0.00
Jan 18, 2025 5:00 AM;Jan 18, 2025 5:15 AM;34.00;34.00;0.00
Jan 18, 2025 5:15 AM;Jan 18, 2025 5:30 AM;33.00;33.00;0.00
Jan 18, 2025 5:30 AM;Jan 18, 2025 5:45 AM;32.00;32.00;0.00
Jan 18, 2025 5:45 AM;Jan 18, 2025 6:00 AM;32.00;32.00;0.00
Jan 18, 2025 6:00 AM;Jan 18, 2025 6:15 AM;31.00;31.00;0.00
Jan 18, 2025 6:15 AM;Jan 18, 2025 6:30 AM;31.00;31.00;0.00
Jan 18, 2025 6:30 AM;Jan 18, 2025 6:45 AM;31.00;31.00;0.00
Jan 18, 2025 6:45 AM;Jan 18, 2025 7:00 AM;31.00;31.00;0.00
Jan 18, 2025 7:00 AM;Jan 18, 2025 7:15 AM;31.00;31.00;0.00
Jan 18, 2025 7:15 AM;Jan 18, 2025 7:30 AM;31.00;31.00;0.00
Jan 18, 2025 7:30 AM;Jan 18, 2025 7:45 AM;31.00;31.00;0.00
Jan 18, 2025 7:45 AM;Jan 18, 2025 8:00 AM;42.00;31.00;11.00
Jan 18, 2025 8:00 AM;Jan 18, 2025 8:15 AM;54.00;31.00;23.00
Jan 18, 2025 8:15 AM;Jan 18, 2025 8:30 AM;69.00;31.00;38.00
Jan 18, 2025 8:30 AM;Jan 18, 2025 8:45 AM;87.00;31.00;56.00
Jan 18, 2025 8:45 AM;Jan 18, 2025 9:00 AM;107.00;31.00;76.00
Jan 18, 2025 9:00 AM;Jan 18, 2025 9:15 AM;268.00;31.00;237.00
Jan 18, 2025 9:15 AM;Jan 18, 2025 9:30 AM;252.00;33.00;219.00
Jan 18, 2025 9:30 AM;Jan 18, 2025 9:45 AM;260.00;34.00;226.00
Jan 18, 2025 9:45 AM;Jan 18, 2025 10:00 AM;275.00;35.00;240.00
Jan 18, 2025 10:00 AM;Jan 18, 2025 10:15 AM;299.00;35.00;264.00
Jan 18, 2025 10:15 AM;Jan 18, 2025 10:30 AM;326.00;34.00;292.00
Jan 18, 2025 10:30 AM;Jan 18, 2025 10:45 AM;346.00;33.00;313.00
Jan 18, 2025 10:45 AM;Jan 18, 2025 11:00 AM;359.00;32.00;327.00
Jan 18, 2025 11:00 AM;Jan 18, 2025 11:15 AM;378.00;31.00;347.00
Jan 18, 2025 11:15 AM;Jan 18, 2025 11:30 AM;402.00;30.00;372.00
Jan 18, 2025 11:30 AM;Jan 18, 2025 11:45 AM;415.00;30.00;385.00
Jan 18, 2025 11:45 AM;Jan 18, 2025 12:00 PM;413.00;29.00;384.00
Jan 18, 2025 12:00 PM;Jan 18, 2025 12:15 PM;416.00;28.00;388.00
Jan 18, 2025 12:15 PM;Jan 18, 2025 12:30 PM;425.00;27.00;398.00
Jan 18, 2025 12:30 PM;Jan 18, 2025 12:45 PM;421.00;27.00;394.00
Jan 18, 2025 12:45 PM;Jan 18, 2025 1:00 PM;402.00;26.00;376.00
Jan 18, 2025 1:00 PM;Jan 18, 2025 1:15 PM;387.00;25.00;362.00
Jan 18, 2025 1:15 PM;Jan 18, 2025 1:30 PM;379.00;25.00;354.00
Jan 18, 2025 1:30 PM;Jan 18, 2025 1:45 PM;357.00;24.00;333.00
Jan 18, 2025 1:45 PM;Jan 18, 2025 2:00 PM;327.00;24.00;303.00
Jan 18, 2025 2:00 PM;Jan 18, 2025 2:15 PM;297.00;24.00;273.00
Jan 18, 2025 2:15 PM;Jan 18, 2025 2:30 PM;272.00;25.00;247.00
Jan 18, 2025 2:30 PM;Jan 18, 2025 2:45 PM;244.00;27.00;217.00
Jan 18, 2025 2:45 PM;Jan 18, 2025 3:00 PM;213.00;28.00;185.00
Jan 18, 2025 3:00 PM;Jan 18, 2025 3:15 PM;180.00;29.00;151.00
Jan 18, 2025 3:15 PM;Jan 18, 2025 3:30 PM;152.00;30.00;122.00
Jan 18, 2025 3:30 PM;Jan 18, 2025 3:45 PM;130.00;30.00;100.00
Jan 18, 2025 3:45 PM;Jan 18, 2025 4:00 PM;112.00;31.00;81.00
Jan 18, 2025 4:00 PM;Jan 18, 2025 4:15 PM;94.00;31.00;63.00
Jan 18, 2025 4:15 PM;Jan 18, 2025 4:30 PM;82.00;32.00;50.00
Jan 18, 2025 4:30 PM;Jan 18, 2025 4:45 PM;57.00;33.00;24.00
Jan 18, 2025 4:45 PM;Jan 18, 2025 5:00 PM;36.00;34.00;2.00
Jan 18, 2025 5:00 PM;Jan 18, 2025 5:15 PM;35.00;35.00;0.00
Jan 18, 2025 5:15 PM;Jan 18, 2025 5:30 PM;35.00;35.00;0.00
Jan 18, 2025 5:30 PM;Jan 18, 2025 5:45 PM;35.00;35.00;0.00
Jan 18, 2025 5:45 PM;Jan 18, 2025 6:00 PM;35.00;35.00;0.00
Jan 18, 2025 6:00 PM;Jan 18, 2025 6:15 PM;35.00;35.00;0.00
Jan 18, 2025 6:15 PM;Jan 18, 2025 6:30 PM;35.00;35.00;0.00
Jan 18, 2025 6:30 PM;Jan 18, 2025 6:45 PM;36.00;36.00;0.00
Jan 18, 2025 6:45 PM;Jan 18, 2025 7:00 PM;36.00;36.00;0.00
Jan 18, 2025 7:00 PM;Jan 18, 2025 7:15 PM;36.00;36.00;0.00
Jan 18, 2025 7:15 PM;Jan 18, 2025 7:30 PM;38.00;38.00;0.00
Jan 18, 2025 7:30 PM;Jan 18, 2025 7:45 PM;39.00;39.00;0.00
Jan 18, 2025 7:45 PM;Jan 18, 2025 8:00 PM;40.00;40.00;0.00
Jan 18, 2025 8:00 PM;Jan 18, 2025 8:15 PM;41.00;41.00;0.00
Jan 18, 2025 8:15 PM;Jan 18, 2025 8:30 PM;42.00;42.00;0.00
Jan 18, 2025 8:30 PM;Jan 18, 2025 8:45 PM;43.00;43.00;0.00
Jan 18, 2025 8:45 PM;Jan 18, 2025 9:00 PM;44.00;44.00;0.00
Jan 18, 2025 9:00 PM;Jan 18, 2025 9:15 PM;44.00;44.00;0.00
Jan 18, 2025 9:15 PM;Jan 18, 2025 9:30 PM;45.00;45.00;0.00
Jan 18, 2025 9:30 PM;Jan 18, 2025 9:45 PM;45.00;45.00;0.00
Jan 18, 2025 9:45 PM;Jan 18, 2025 10:00 PM;46.00;46.00;0.00
Jan 18, 2025 10:00 PM;Jan 18, 2025 10:15 PM;46.00;46.00;0.00
Jan 18, 2025 10:15 PM;Jan 18, 2025 10:30 PM;46.00;46.00;0.00
Jan 18, 2025 10:30 PM;Jan 18, 2025 10:45 PM;47.00;47.00;0.00
Jan 18, 2025 10:45 PM;Jan 18, 2025 11:00 PM;47.00;47.00;0.00
Jan 18, 2025 11:00 PM;Jan 18, 2025 11:15 PM;47.00;47.00;0.00
Jan 18, 2025 11:15 PM;Jan 18, 2025 11:30 PM;47.00;47.00;0.00
Jan 18, 2025 11:30 PM;Jan 18, 2025 11:45 PM;47.00;47.00;0.00
Jan 18, 2025 11:45 PM;Jan 19, 2025 12:00 AM;48.00;48.00;0.00
Jan 19, 2025 12:00 AM;Jan 19, 2025 12:15 AM;45.00;45.00;0.00
Jan 19, 2025 12:15 AM;Jan 19, 2025 12:30 AM;45.00;45.00;0.00
Jan 19, 2025 12:30 AM;Jan 19, 2025 12:45 AM;47.00;47.00;0.00
Jan 19, 2025 12:45 AM;Jan 19, 2025 1:00 AM;47.00;47.00;0.00
Jan 19, 2025 1:00 AM;Jan 19, 2025 1:15 AM;48.00;48.00;0.00
Jan 19, 2025 1:15 AM;Jan 19, 2025 1:30 AM;48.00;48.00;0.00
Jan 19, 2025 1:30 AM;Jan 19, 2025 1:45 AM;47.00;47.00;0.00
Jan 19, 2025 1:45 AM;Jan 19, 2025 2:00 AM;47.00;47.00;0.00
Jan 19, 2025 2:00 AM;Jan 19, 2025 2:15 AM;47.00;47.00;0.00
Jan 19, 2025 2:15 AM;Jan 19, 2025 2:30 AM;47.00;47.00;0.00
Jan 19, 2025 2:30 AM;Jan 19, 2025 2:45 AM;47.00;47.00;0.00
Jan 19, 2025 2:45 AM;Jan 19, 2025 3:00 AM;47.00;47.00;0.00
Jan 19, 2025 3:00 AM;Jan 19, 2025 3:15 AM;47.00;47.00;0.00
Jan 19, 2025 3:15 AM;Jan 19, 2025 3:30 AM;46.00;46.00;0.00
Jan 19, 2025 3:30 AM;Jan 19, 2025 3:45 AM;46.00;46.00;0.00
Jan 19, 2025 3:45 AM;Jan 19, 2025 4:00 AM;46.00;46.00;0.00
Jan 19, 2025 4:00 AM;Jan 19, 2025 4:15 AM;46.00;46.00;0.00
Jan 19, 2025 4:15 AM;Jan 19, 2025 4:30 AM;46.00;46.00;0.00
Jan 19, 2025 4:30 AM;Jan 19, 2025 4:45 AM;46.00;46.00;0.00
Jan 19, 2025 4:45 AM;Jan 19, 2025 5:00 AM;47.00;47.00;0.00
Jan 19, 2025 5:00 AM;Jan 19, 2025 5:15 AM;47.00;47.00;0.00
Jan 19, 2025 5:15 AM;Jan 19, 2025 5:30 AM;48.00;48.00;0.00
Jan 19, 2025 5:30 AM;Jan 19, 2025 5:45 AM;46.00;46.00;0.00
Jan 19, 2025 5:45 AM;Jan 19, 2025 6:00 AM;46.00;46.00;0.00
Jan 19, 2025 6:00 AM;Jan 19, 2025 6:15 AM;47.00;47.00;0.00
Jan 19, 2025 6:15 AM;Jan 19, 2025 6:30 AM;48.00;48.00;0.00
Jan 19, 2025 6:30 AM;Jan 19, 2025 6:45 AM;48.00;48.00;0.00
Jan 19, 2025 6:45 AM;Jan 19, 2025 7:00 AM;49.00;49.00;0.00
Jan 19, 2025 7:00 AM;Jan 19, 2025 7:15 AM;50.00;50.00;0.00
Jan 19, 2025 7:15 AM;Jan 19, 2025 7:30 AM;52.00;52.00;0.00
Jan 19, 2025 7:30 AM;Jan 19, 2025 7:45 AM;53.00;53.00;0.00
Jan 19, 2025 7:45 AM;Jan 19, 2025 8:00 AM;65.00;54.00;11.00
Jan 19, 2025 8:00 AM;Jan 19, 2025 8:15 AM;79.00;56.00;23.00
Jan 19, 2025 8:15 AM;Jan 19, 2025 8:30 AM;94.00;57.00;37.00
Jan 19, 2025 8:30 AM;Jan 19, 2025 8:45 AM;114.00;59.00;55.00
Jan 19, 2025 8:45 AM;Jan 19, 2025 9:00 AM;134.00;60.00;74.00
Jan 19, 2025 9:00 AM;Jan 19, 2025 9:15 AM;295.00;61.00;234.00
Jan 19, 2025 9:15 AM;Jan 19, 2025 9:30 AM;277.00;61.00;216.00
Jan 19, 2025 9:30 AM;Jan 19, 2025 9:45 AM;287.00;61.00;226.00
Jan 19, 2025 9:45 AM;Jan 19, 2025 10:00 AM;304.00;62.00;242.00
Jan 19, 2025 10:00 AM;Jan 19, 2025 10:15 AM;329.00;62.00;267.00
Jan 19, 2025 10:15 AM;Jan 19, 2025 10:30 AM;359.00;63.00;296.00
Jan 19, 2025 10:30 AM;Jan 19, 2025 10:45 AM;381.00;64.00;317.00
Jan 19, 2025 10:45 AM;Jan 19, 2025 11:00 AM;396.00;65.00;331.00
Jan 19, 2025 11:00 AM;Jan 19, 2025 11:15 AM;416.00;66.00;350.00
Jan 19, 2025 11:15 AM;Jan 19, 2025 11:30 AM;441.00;66.00;375.00
Jan 19, 2025 11:30 AM;Jan 19, 2025 11:45 AM;452.00;66.00;386.00
Jan 19, 2025 11:45 AM;Jan 19, 2025 12:00 PM;452.00;67.00;385.00
Jan 19, 2025 12:00 PM;Jan 19, 2025 12:15 PM;457.00;68.00;389.00
Jan 19, 2025 12:15 PM;Jan 19, 2025 12:30 PM;468.00;70.00;398.00
Jan 19, 2025 12:30 PM;Jan 19, 2025 12:45 PM;466.00;72.00;394.00
Jan 19, 2025 12:45 PM;Jan 19, 2025 1:00 PM;449.00;74.00;375.00
Jan 19, 2025 1:00 PM;Jan 19, 2025 1:15 PM;436.00;76.00;360.00
Jan 19, 2025 1:15 PM;Jan 19, 2025 1:30 PM;430.00;79.00;351.00
Jan 19, 2025 1:30 PM;Jan 19, 2025 1:45 PM;412.00;81.00;331.00
Jan 19, 2025 1:45 PM;Jan 19, 2025 2:00 PM;385.00;84.00;301.00
Jan 19, 2025 2:00 PM;Jan 19, 2025 2:15 PM;360.00;86.00;274.00
Jan 19, 2025 2:15 PM;Jan 19, 2025 2:30 PM;338.00;88.00;250.00
Jan 19, 2025 2:30 PM;Jan 19, 2025 2:45 PM;311.00;90.00;221.00
Jan 19, 2025 2:45 PM;Jan 19, 2025 3:00 PM;282.00;92.00;190.00
Jan 19, 2025 3:00 PM;Jan 19, 2025 3:15 PM;250.00;94.00;156.00
Jan 19, 2025 3:15 PM;Jan 19, 2025 3:30 PM;224.00;97.00;127.00
Jan 19, 2025 3:30 PM;Jan 19, 2025 3:45 PM;206.00;101.00;105.00
Jan 19, 2025 3:45 PM;Jan 19, 2025 4:00 PM;188.00;104.00;84.00
Jan 19, 2025 4:00 PM;Jan 19, 2025 4:15 PM;174.00;109.00;65.00
Jan 19, 2025 4:15 PM;Jan 19, 2025 4:30 PM;167.00;117.00;50.00
Jan 19, 2025 4:30 PM;Jan 19, 2025 4:45 PM;149.00;125.00;24.00
Jan 19, 2025 4:45 PM;Jan 19, 2025 5:00 PM;136.00;133.00;3.00
Jan 19, 2025 5:00 PM;Jan 19, 2025 5:15 PM;141.00;141.00;0.00
